"Bite","EstimatedTime_procNoise","CumulativeGrams_procNoise","BiteGrams_procNoise","int","quad","linear"
17,1.61293024740046,33.1872070097629,2.17486014381863,"i = 0.22","q = -0.26","l = 20.85"
18,1.70291898117327,34.9872375283363,1.80003051857346,"i = 0.22","q = -0.26","l = 20.85"
19,1.79651872939484,36.8550922269521,1.86785469861582,"i = 0.22","q = -0.26","l = 20.85"
20,1.92411486764654,39.394133649603,2.5390414226509,"i = 0.22","q = -0.26","l = 20.85"
21,2.02081228370487,41.3127584644903,1.91862481488728,"i = 0.22","q = -0.26","l = 20.85"
22,2.11800174410309,43.2363141700271,1.92355570553683,"i = 0.22","q = -0.26","l = 20.85"
23,2.22465888067121,45.3416772327765,2.10536306274936,"i = 0.22","q = -0.26","l = 20.85"
24,2.29375100929499,46.7024104828662,1.36073325008967,"i = 0.22","q = -0.26","l = 20.85"
25,2.42495213561079,49.2796093490237,2.57719886615754,"i = 0.22","q = -0.26","l = 20.85"
26,2.51949993955592,51.1313496090164,1.85174025999263,"i = 0.22","q = -0.26","l = 20.85"
27,2.60334459259437,52.7696307997551,1.63828119073877,"i = 0.22","q = -0.26","l = 20.85"
28,2.69981969760063,54.6502436208486,1.88061282109351,"i = 0.22","q = -0.26","l = 20.85"
29,2.82299048585838,57.0443045985448,2.39406097769618,"i = 0.22","q = -0.26","l = 20.85"
30,2.90940694563289,58.7193302422406,1.67502564369582,"i = 0.22","q = -0.26","l = 20.85"
31,3.01826045665766,60.8238067130284,2.10447647078777,"i = 0.22","q = -0.26","l = 20.85"
32,3.09799468628097,62.3614611833163,1.53765447028794,"i = 0.22","q = -0.26","l = 20.85"
33,3.2181490075988,64.6724482134059,2.31098703008958,"i = 0.22","q = -0.26","l = 20.85"
34,3.3162134528162,66.5530824353422,1.88063422193632,"i = 0.22","q = -0.26","l = 20.85"
35,3.42890234742432,68.7080875359154,2.15500510057315,"i = 0.22","q = -0.26","l = 20.85"
36,3.52343014300343,70.5107662193609,1.80267868344555,"i = 0.22","q = -0.26","l = 20.85"
37,3.62346895773258,72.4135508757857,1.90278465642476,"i = 0.22","q = -0.26","l = 20.85"
38,3.7092399963516,74.0408691315089,1.6273182557232,"i = 0.22","q = -0.26","l = 20.85"
39,3.82715216693149,76.2718367115784,2.23096758006953,"i = 0.22","q = -0.26","l = 20.85"
40,3.91648718285739,77.9573601531229,1.68552344154449,"i = 0.22","q = -0.26","l = 20.85"
41,4.05000549918108,80.4688796121979,2.51151945907503,"i = 0.22","q = -0.26","l = 20.85"
42,4.12579982747508,81.8905254759142,1.42164586371624,"i = 0.22","q = -0.26","l = 20.85"
43,4.23220245192204,83.8813085745138,1.99078309859962,"i = 0.22","q = -0.26","l = 20.85"
44,4.36215665031616,86.3048631511107,2.42355457659691,"i = 0.22","q = -0.26","l = 20.85"
45,4.4744630757803,88.3923224706973,2.08745931958661,"i = 0.22","q = -0.26","l = 20.85"
46,4.57984662887852,90.345222496727,1.95290002602965,"i = 0.22","q = -0.26","l = 20.85"
47,4.66310866667271,91.8841531901436,1.5389306934166,"i = 0.22","q = -0.26","l = 20.85"
48,4.77719961930928,93.9871204147198,2.10296722457626,"i = 0.22","q = -0.26","l = 20.85"
49,4.8796617420634,95.8700509898063,1.88293057508648,"i = 0.22","q = -0.26","l = 20.85"
50,4.99721029219336,98.0235908441677,2.15353985436143,"i = 0.22","q = -0.26","l = 20.85"
51,5.11416593816412,100.159235560508,2.13564471633987,"i = 0.22","q = -0.26","l = 20.85"
52,5.20494450543429,101.812043444704,1.65280788419649,"i = 0.22","q = -0.26","l = 20.85"
53,5.31634706150597,103.834577262953,2.02253381824934,"i = 0.22","q = -0.26","l = 20.85"
54,5.40984759963108,105.527183922689,1.6926066597353,"i = 0.22","q = -0.26","l = 20.85"
55,5.52520270424063,107.609238,2.08205407731126,"i = 0.22","q = -0.26","l = 20.85"
1,0.0248246159586147,1.86256691119515,1.86256691119515,"i = 0.22","q = -0.26","l = 66.19"
2,0.0507428186102092,3.57747430235842,1.71490739116327,"i = 0.22","q = -0.26","l = 66.19"
3,0.0817540811409922,5.62891709209064,2.05144278973222,"i = 0.22","q = -0.26","l = 66.19"
4,0.10995670472435,7.49413586130823,1.86521876921759,"i = 0.22","q = -0.26","l = 66.19"
5,0.140156587160796,9.49099378384057,1.99685792253234,"i = 0.22","q = -0.26","l = 66.19"
6,0.177703584690368,11.9730008325003,2.4820070486597,"i = 0.22","q = -0.26","l = 66.19"
7,0.204136924375,13.7199168765369,1.7469160440366,"i = 0.22","q = -0.26","l = 66.19"
8,0.236349654290513,15.8482945380451,2.12837766150825,"i = 0.22","q = -0.26","l = 66.19"
9,0.266762140578118,17.8572371018478,2.00894256380268,"i = 0.22","q = -0.26","l = 66.19"
10,0.287335302323876,19.2159592971739,1.3587221953261,"i = 0.22","q = -0.26","l = 66.19"
11,0.319425498762898,21.3348726290893,2.11891333191537,"i = 0.22","q = -0.26","l = 66.19"
12,0.355623668963242,23.7244013070545,2.38952867796526,"i = 0.22","q = -0.26","l = 66.19"
13,0.385757099493502,25.7130693224663,1.9886680154118,"i = 0.22","q = -0.26","l = 66.19"
14,0.412727751828796,27.4926135734396,1.77954425097325,"i = 0.22","q = -0.26","l = 66.19"
15,0.435767406587925,29.0124921416779,1.51987856823832,"i = 0.22","q = -0.26","l = 66.19"
16,0.465958739121011,31.0037400566318,1.99124791495384,"i = 0.22","q = -0.26","l = 66.19"
17,0.495977892378454,32.9831685286279,1.9794284719962,"i = 0.22","q = -0.26","l = 66.19"
18,0.530944595189397,35.2882500467329,2.30508151810497,"i = 0.22","q = -0.26","l = 66.19"
19,0.563553856178104,37.4373587844109,2.14910873767801,"i = 0.22","q = -0.26","l = 66.19"
20,0.593449158779134,39.4071253230093,1.96976653859833,"i = 0.22","q = -0.26","l = 66.19"
21,0.622088332568932,41.2936971362524,1.88657181324319,"i = 0.22","q = -0.26","l = 66.19"
22,0.649037754238645,43.0685743743014,1.77487723804892,"i = 0.22","q = -0.26","l = 66.19"
23,0.67927754957706,45.0597107370391,1.99113636273772,"i = 0.22","q = -0.26","l = 66.19"
24,0.708732128184742,46.998693714933,1.93898297789389,"i = 0.22","q = -0.26","l = 66.19"
25,0.735901511147448,48.7868486943358,1.78815497940288,"i = 0.22","q = -0.26","l = 66.19"
26,0.764917701753113,50.6961334089906,1.90928471465476,"i = 0.22","q = -0.26","l = 66.19"
27,0.798590224179647,52.9112665808067,2.21513317181611,"i = 0.22","q = -0.26","l = 66.19"
28,0.831524519752492,55.0772732921078,2.16600671130114,"i = 0.22","q = -0.26","l = 66.19"
29,0.859510867787331,56.9174286076455,1.84015531553769,"i = 0.22","q = -0.26","l = 66.19"
30,0.885781562225347,58.6444109528808,1.72698234523528,"i = 0.22","q = -0.26","l = 66.19"
31,0.913906927793263,60.4929233210725,1.84851236819171,"i = 0.22","q = -0.26","l = 66.19"
32,0.940705106835955,62.2538302221049,1.76090690103241,"i = 0.22","q = -0.26","l = 66.19"
33,0.974078790286045,64.4462982206959,2.192467998591,"i = 0.22","q = -0.26","l = 66.19"
34,1.00973031258829,66.7877767155196,2.34147849482365,"i = 0.22","q = -0.26","l = 66.19"
35,1.03194247265722,68.2462711025546,1.458494387035,"i = 0.22","q = -0.26","l = 66.19"
36,1.06477513518218,70.4016652685815,2.15539416602695,"i = 0.22","q = -0.26","l = 66.19"
37,1.09362521452566,72.295155032643,1.8934897640615,"i = 0.22","q = -0.26","l = 66.19"
38,1.12968092996742,74.6609653503835,2.36581031774051,"i = 0.22","q = -0.26","l = 66.19"
39,1.15841703922326,76.5460193248376,1.88505397445405,"i = 0.22","q = -0.26","l = 66.19"
40,1.18709788115933,78.4270255569546,1.88100623211704,"i = 0.22","q = -0.26","l = 66.19"
41,1.21872735988266,80.5009262255466,2.07390066859193,"i = 0.22","q = -0.26","l = 66.19"
42,1.2452392653979,82.2388795142589,1.73795328871229,"i = 0.22","q = -0.26","l = 66.19"
43,1.27436933717221,84.1480476388943,1.90916812463546,"i = 0.22","q = -0.26","l = 66.19"
44,1.3015064179957,85.9262047416382,1.77815710274383,"i = 0.22","q = -0.26","l = 66.19"
45,1.32980531415125,87.7800875143919,1.85388277275369,"i = 0.22","q = -0.26","l = 66.19"
46,1.36883678424993,90.3363956950246,2.55630818063274,"i = 0.22","q = -0.26","l = 66.19"
47,1.3952795292057,92.0677800597811,1.73138436475651,"i = 0.22","q = -0.26","l = 66.19"
48,1.42797115210667,94.2078247716733,2.14004471189224,"i = 0.22","q = -0.26","l = 66.19"
49,1.44920119681768,95.5972831222766,1.38945835060321,"i = 0.22","q = -0.26","l = 66.19"
50,1.48518959462273,97.9521142307915,2.3548311085149,"i = 0.22","q = -0.26","l = 66.19"
51,1.51660908160074,100.007444419158,2.05533018836634,"i = 0.22","q = -0.26","l = 66.19"
52,1.54750895501452,102.02828989331,2.02084547415255,"i = 0.22","q = -0.26","l = 66.19"
53,1.57485536561307,103.816331176201,1.78804128289106,"i = 0.22","q = -0.26","l = 66.19"
54,1.60684031581897,105.907176109582,2.09084493338013,"i = 0.22","q = -0.26","l = 66.19"
55,1.63288373918052,107.609238,1.70206189041848,"i = 0.22","q = -0.26","l = 66.19"
1,1.92939961490875,2.02988401470587,2.02988401470587,"i = 0.22","q = 2.37","l = -3.63"
2,2.28496970317746,4.28670394507931,2.25681993037344,"i = 0.22","q = 2.37","l = -3.63"
3,2.48717330518381,5.8370742919633,1.55037034688399,"i = 0.22","q = 2.37","l = -3.63"
4,2.74293485903886,8.07535570818457,2.23828141622127,"i = 0.22","q = 2.37","l = -3.63"
5,2.93395039588373,9.94903094075959,1.87367523257502,"i = 0.22","q = 2.37","l = -3.63"
6,3.13172786745073,12.0710538249392,2.12202288417958,"i = 0.22","q = 2.37","l = -3.63"
7,3.26151163343374,13.5641807051106,1.49312688017146,"i = 0.22","q = 2.37","l = -3.63"
8,3.43239621689097,15.6517837386949,2.08760303358429,"i = 0.22","q = 2.37","l = -3.63"
9,3.60738101789259,17.9327403814239,2.28095664272897,"i = 0.22","q = 2.37","l = -3.63"
10,3.71154385575858,19.3593494396631,1.42660905823925,"i = 0.22","q = 2.37","l = -3.63"
11,3.86162494494784,21.5051758659407,2.14582642627761,"i = 0.22","q = 2.37","l = -3.63"
12,3.97539463589598,23.2028871002092,1.69771123426848,"i = 0.22","q = 2.37","l = -3.63"
13,4.12642682774431,25.551312735205,2.34842563499578,"i = 0.22","q = 2.37","l = -3.63"
14,4.24886213919717,27.5343371566219,1.9830244214169,"i = 0.22","q = 2.37","l = -3.63"
15,4.33688181194818,29.0037976747667,1.46946051814475,"i = 0.22","q = 2.37","l = -3.63"
16,4.45487492236105,31.0311957687602,2.02739809399352,"i = 0.22","q = 2.37","l = -3.63"
17,4.59768828540671,33.5732318240761,2.54203605531596,"i = 0.22","q = 2.37","l = -3.63"
18,4.67482926399686,34.9864830167099,1.41325119263374,"i = 0.22","q = 2.37","l = -3.63"
19,4.79456401686219,37.2358680420982,2.24938502538831,"i = 0.22","q = 2.37","l = -3.63"
20,4.88525359692219,38.9847715616082,1.74890351951004,"i = 0.22","q = 2.37","l = -3.63"
21,4.99439547100211,41.1411455858436,2.15637402423538,"i = 0.22","q = 2.37","l = -3.63"
22,5.09495890701993,43.1779506281968,2.03680504235321,"i = 0.22","q = 2.37","l = -3.63"
23,5.16760694933526,44.6791459617864,1.50119533358954,"i = 0.22","q = 2.37","l = -3.63"
24,5.25922342651188,46.6079278571154,1.928781895329,"i = 0.22","q = 2.37","l = -3.63"
25,5.37450033482638,49.09128394896,2.48335609184459,"i = 0.22","q = 2.37","l = -3.63"
26,5.44191023851594,50.5726147639164,1.48133081495644,"i = 0.22","q = 2.37","l = -3.63"
27,5.54979311897211,52.9881032654975,2.41548850158111,"i = 0.22","q = 2.37","l = -3.63"
28,5.62417274789825,54.6855471714906,1.69744390599311,"i = 0.22","q = 2.37","l = -3.63"
29,5.71182882189177,56.7195989464532,2.03405177496255,"i = 0.22","q = 2.37","l = -3.63"
30,5.80838106533143,59.0021868047321,2.28258785827898,"i = 0.22","q = 2.37","l = -3.63"
31,5.86683958117949,60.4056525896588,1.40346578492665,"i = 0.22","q = 2.37","l = -3.63"
32,5.96745428461326,62.8590858614159,2.45343327175706,"i = 0.22","q = 2.37","l = -3.63"
33,6.03997237401432,64.6571189142,1.79803305278414,"i = 0.22","q = 2.37","l = -3.63"
34,6.1102212659436,66.4226294015597,1.76551048735969,"i = 0.22","q = 2.37","l = -3.63"
35,6.18728807945573,68.3863638319126,1.9637344303529,"i = 0.22","q = 2.37","l = -3.63"
36,6.25670702416786,70.1792945510747,1.79293071916209,"i = 0.22","q = 2.37","l = -3.63"
37,6.34196687913888,72.4125768569698,2.2332823058951,"i = 0.22","q = 2.37","l = -3.63"
38,6.40110637302295,73.9818814539925,1.56930459702268,"i = 0.22","q = 2.37","l = -3.63"
39,6.48320566249743,76.1878873946149,2.2060059406224,"i = 0.22","q = 2.37","l = -3.63"
40,6.57315431345409,78.6414380489561,2.45355065434121,"i = 0.22","q = 2.37","l = -3.63"
41,6.61883459240244,79.9021355836911,1.26069753473506,"i = 0.22","q = 2.37","l = -3.63"
42,6.70468863730676,82.2982917954182,2.39615621172705,"i = 0.22","q = 2.37","l = -3.63"
43,6.77711966134626,84.3469548297443,2.04866303432615,"i = 0.22","q = 2.37","l = -3.63"
44,6.82922522997427,85.836086423019,1.48913159327462,"i = 0.22","q = 2.37","l = -3.63"
45,6.90816047796951,88.1164718271724,2.28038540415348,"i = 0.22","q = 2.37","l = -3.63"
46,6.96888767779951,89.8909155641137,1.77444373694129,"i = 0.22","q = 2.37","l = -3.63"
47,7.048118989391,92.2322973044498,2.34138174033605,"i = 0.22","q = 2.37","l = -3.63"
48,7.09424738491738,93.6091358621222,1.37683855767244,"i = 0.22","q = 2.37","l = -3.63"
49,7.16215030452843,95.6542284393382,2.04509257721595,"i = 0.22","q = 2.37","l = -3.63"
50,7.23388528662442,97.8384460608907,2.18421762155251,"i = 0.22","q = 2.37","l = -3.63"
51,7.28865520208347,99.5225051121368,1.68405905124614,"i = 0.22","q = 2.37","l = -3.63"
52,7.34955896964765,101.41184352375,1.88933841161311,"i = 0.22","q = 2.37","l = -3.63"
53,7.42477179961463,103.769307435465,2.3574639117147,"i = 0.22","q = 2.37","l = -3.63"
54,7.48259980365073,105.600074512056,1.83076707659171,"i = 0.22","q = 2.37","l = -3.63"
55,7.54549504906274,107.609238,2.00916348794367,"i = 0.22","q = 2.37","l = -3.63"
1,0.226780685209976,2.23583197242462,2.23583197242462,"i = 0.22","q = 2.37","l = 8.35"
2,0.421836416684861,4.16469797234745,1.92886599992283,"i = 0.22","q = 2.37","l = 8.35"
3,0.580723851559704,5.86902401687222,1.70432604452477,"i = 0.22","q = 2.37","l = 8.35"
4,0.740530235452396,7.70376385481554,1.83473983794332,"i = 0.22","q = 2.37","l = 8.35"
5,0.927145206063556,9.99932272018272,2.29555886536718,"i = 0.22","q = 2.37","l = 8.35"
6,1.06808961500487,11.8423711367439,1.84304841656119,"i = 0.22","q = 2.37","l = 8.35"
7,1.23001210278265,14.0758243439636,2.2334532072197,"i = 0.22","q = 2.37","l = 8.35"
8,1.33742611644002,15.6259056529494,1.55008130898581,"i = 0.22","q = 2.37","l = 8.35"
9,1.49414168296306,17.9854362875955,2.35953063464605,"i = 0.22","q = 2.37","l = 8.35"
10,1.57928855497255,19.3161674244863,1.33073113689081,"i = 0.22","q = 2.37","l = 8.35"
11,1.7069385781661,21.3754654261153,2.05929800162904,"i = 0.22","q = 2.37","l = 8.35"
12,1.83547299455232,23.5269770534753,2.15151162735999,"i = 0.22","q = 2.37","l = 8.35"
13,1.94601983009887,25.4399608238819,1.91298377040655,"i = 0.22","q = 2.37","l = 8.35"
14,2.05988357754288,27.4708284692207,2.03086764533885,"i = 0.22","q = 2.37","l = 8.35"
15,2.15980963863936,29.3036738210087,1.83284535178796,"i = 0.22","q = 2.37","l = 8.35"
16,2.24962465074192,30.9914019255616,1.68772810455294,"i = 0.22","q = 2.37","l = 8.35"
17,2.35697719465699,33.0587843945235,2.06738246896186,"i = 0.22","q = 2.37","l = 8.35"
18,2.47866143139888,35.4681373518678,2.40935295734436,"i = 0.22","q = 2.37","l = 8.35"
19,2.56289296954758,37.1769823412558,1.70884498938799,"i = 0.22","q = 2.37","l = 8.35"
20,2.65772751988187,39.1411335173757,1.96415117611991,"i = 0.22","q = 2.37","l = 8.35"
21,2.7333842513314,40.7386194915541,1.5974859741784,"i = 0.22","q = 2.37","l = 8.35"
22,2.82328147463381,42.6720220399853,1.93340254843116,"i = 0.22","q = 2.37","l = 8.35"
23,2.92287635381836,44.8586638664182,2.18664182643288,"i = 0.22","q = 2.37","l = 8.35"
24,3.01393070683053,46.8988874848741,2.04022361845591,"i = 0.22","q = 2.37","l = 8.35"
25,3.1112663116405,49.1232592389064,2.2243717540323,"i = 0.22","q = 2.37","l = 8.35"
26,3.17653304968289,50.6398952552834,1.51663601637699,"i = 0.22","q = 2.37","l = 8.35"
27,3.28399287153116,53.1809299740434,2.54103471876004,"i = 0.22","q = 2.37","l = 8.35"
28,3.34777432148756,54.7149836390134,1.53405366496996,"i = 0.22","q = 2.37","l = 8.35"
29,3.41981395895571,56.4708221713389,1.75583853232555,"i = 0.22","q = 2.37","l = 8.35"
30,3.50887678540974,58.6755350060871,2.20471283474818,"i = 0.22","q = 2.37","l = 8.35"
31,3.60027137538972,60.9770104344008,2.3014754283137,"i = 0.22","q = 2.37","l = 8.35"
32,3.65269473523779,62.3149690403503,1.33795860594952,"i = 0.22","q = 2.37","l = 8.35"
33,3.74760108262059,64.7702847769,2.45531573654965,"i = 0.22","q = 2.37","l = 8.35"
34,3.8219267620561,66.7229339419182,1.9526491650182,"i = 0.22","q = 2.37","l = 8.35"
35,3.87583942843837,68.1556676604743,1.43273371855609,"i = 0.22","q = 2.37","l = 8.35"
36,3.96210423372901,70.4767865442989,2.32111888382467,"i = 0.22","q = 2.37","l = 8.35"
37,4.04335525856717,72.6952188019668,2.21843225766786,"i = 0.22","q = 2.37","l = 8.35"
38,4.0950842421122,74.1238811953567,1.42866239338994,"i = 0.22","q = 2.37","l = 8.35"
39,4.16039295709239,75.9456849785153,1.82180378315853,"i = 0.22","q = 2.37","l = 8.35"
40,4.24874407302392,78.4423988706703,2.49671389215507,"i = 0.22","q = 2.37","l = 8.35"
41,4.31008564409929,80.1975860730818,1.75518720241145,"i = 0.22","q = 2.37","l = 8.35"
42,4.37220812261951,81.9932733210237,1.79568724794194,"i = 0.22","q = 2.37","l = 8.35"
43,4.44466457690311,84.1107524986614,2.11747917763772,"i = 0.22","q = 2.37","l = 8.35"
44,4.51061467985358,86.0596960486975,1.94894355003602,"i = 0.22","q = 2.37","l = 8.35"
45,4.58007710638864,88.1347005183741,2.07500446967663,"i = 0.22","q = 2.37","l = 8.35"
46,4.63621958892977,89.8284997353064,1.69379921693235,"i = 0.22","q = 2.37","l = 8.35"
47,4.69780383240721,91.7036369875634,1.87513725225696,"i = 0.22","q = 2.37","l = 8.35"
48,4.76691525315982,93.8293455041469,2.12570851658353,"i = 0.22","q = 2.37","l = 8.35"
49,4.83907338425584,96.0728938112572,2.24354830711029,"i = 0.22","q = 2.37","l = 8.35"
50,4.89806425588385,97.9253578492686,1.85246403801138,"i = 0.22","q = 2.37","l = 8.35"
51,4.95513289807222,99.7331373613655,1.80777951209687,"i = 0.22","q = 2.37","l = 8.35"
52,5.02615418298316,102.004432776555,2.27129541518978,"i = 0.22","q = 2.37","l = 8.35"
53,5.07257648070784,103.501946179739,1.49751340318353,"i = 0.22","q = 2.37","l = 8.35"
54,5.13457441522948,105.517817649591,2.01587146985227,"i = 0.22","q = 2.37","l = 8.35"
55,5.19831240957544,107.609238,2.09142035040895,"i = 0.22","q = 2.37","l = 8.35"
1,0.124410913920519,2.22635041573898,2.22635041573898,"i = 0.22","q = 2.37","l = 15.83"
2,0.240479174030734,4.16451659939946,1.93816618366048,"i = 0.22","q = 2.37","l = 15.83"
3,0.351754181760186,6.0825255482422,1.91800894884274,"i = 0.22","q = 2.37","l = 15.83"
4,0.466621528454579,8.1239439989579,2.0414184507157,"i = 0.22","q = 2.37","l = 15.83"
5,0.545641859586555,9.56455759376626,1.44061359480837,"i = 0.22","q = 2.37","l = 15.83"
6,0.659140144516776,11.685459291574,2.12090169780769,"i = 0.22","q = 2.37","l = 15.83"
7,0.749273383532496,13.4131930974415,1.72773380586759,"i = 0.22","q = 2.37","l = 15.83"
8,0.848598578405229,15.3616691664139,1.94847606897236,"i = 0.22","q = 2.37","l = 15.83"
9,0.949477040771533,17.3884231286948,2.02675396228091,"i = 0.22","q = 2.37","l = 15.83"
10,1.07104010907558,19.8947614303113,2.50633830161647,"i = 0.22","q = 2.37","l = 15.83"
11,1.13831550202618,21.3118908618726,1.41712943156131,"i = 0.22","q = 2.37","l = 15.83"
12,1.25663247331927,23.8561701495617,2.54427928768911,"i = 0.22","q = 2.37","l = 15.83"
13,1.32942678118269,25.4544646403691,1.59829449080744,"i = 0.22","q = 2.37","l = 15.83"
14,1.42242712770522,27.5329079766219,2.0784433362528,"i = 0.22","q = 2.37","l = 15.83"
15,1.48621405066793,28.9821409035855,1.44923292696358,"i = 0.22","q = 2.37","l = 15.83"
16,1.5760885472916,31.0567717816677,2.07463087808222,"i = 0.22","q = 2.37","l = 15.83"
17,1.66303488327495,33.100202202693,2.04343042102524,"i = 0.22","q = 2.37","l = 15.83"
18,1.7467865581941,35.1023921993068,2.00218999661386,"i = 0.22","q = 2.37","l = 15.83"
19,1.84092881046107,37.3926253355349,2.29023313622803,"i = 0.22","q = 2.37","l = 15.83"
20,1.90859535754754,39.0646921390337,1.67206680349888,"i = 0.22","q = 2.37","l = 15.83"
21,2.00345757988554,41.4452708157928,2.38057867675901,"i = 0.22","q = 2.37","l = 15.83"
22,2.05929777068313,42.8665070416983,1.42123622590557,"i = 0.22","q = 2.37","l = 15.83"
23,2.14761607691217,45.1445094053268,2.27800236362845,"i = 0.22","q = 2.37","l = 15.83"
24,2.21176595580508,46.8222857699073,1.67777636458048,"i = 0.22","q = 2.37","l = 15.83"
25,2.28539929453844,48.7721082345193,1.94982246461206,"i = 0.22","q = 2.37","l = 15.83"
26,2.35257079389215,50.5732087079966,1.80110047347725,"i = 0.22","q = 2.37","l = 15.83"
27,2.44583287585812,53.1093059949257,2.53609728692912,"i = 0.22","q = 2.37","l = 15.83"
28,2.50256319108404,54.6721287609398,1.56282276601412,"i = 0.22","q = 2.37","l = 15.83"
29,2.56778864932666,56.4878077954828,1.81567903454297,"i = 0.22","q = 2.37","l = 15.83"
30,2.64778240921343,58.7420897200627,2.25428192457997,"i = 0.22","q = 2.37","l = 15.83"
31,2.72022977151152,60.8098512540763,2.06776153401353,"i = 0.22","q = 2.37","l = 15.83"
32,2.77243400078586,62.3152457261638,1.50539447208748,"i = 0.22","q = 2.37","l = 15.83"
33,2.85950734255523,64.8548552926891,2.53960956652529,"i = 0.22","q = 2.37","l = 15.83"
34,2.90666326946665,66.2452037519838,1.39034845929476,"i = 0.22","q = 2.37","l = 15.83"
35,2.99199034461427,68.7877518797344,2.54254812775061,"i = 0.22","q = 2.37","l = 15.83"
36,3.03973391572515,70.2254381585719,1.43768627883748,"i = 0.22","q = 2.37","l = 15.83"
37,3.1193310899256,72.6463145929788,2.42087643440695,"i = 0.22","q = 2.37","l = 15.83"
38,3.17318291473649,74.3011807439585,1.65486615097963,"i = 0.22","q = 2.37","l = 15.83"
39,3.24924915739885,76.662088710992,2.36090796703354,"i = 0.22","q = 2.37","l = 15.83"
40,3.30198491484565,78.3149548413596,1.6528661303676,"i = 0.22","q = 2.37","l = 15.83"
41,3.36992268728944,80.4636953389811,2.14874049762145,"i = 0.22","q = 2.37","l = 15.83"
42,3.43522543466056,82.5496914639292,2.08599612494812,"i = 0.22","q = 2.37","l = 15.83"
43,3.49289074456421,84.4085066977751,1.85881523384595,"i = 0.22","q = 2.37","l = 15.83"
44,3.55097697983945,86.2968058758825,1.88829917810739,"i = 0.22","q = 2.37","l = 15.83"
45,3.5953766084747,87.7509446005642,1.45413872468167,"i = 0.22","q = 2.37","l = 15.83"
46,3.66911596151894,90.1866142085767,2.4356696080125,"i = 0.22","q = 2.37","l = 15.83"
47,3.72209051447125,91.9522955816893,1.7656813731126,"i = 0.22","q = 2.37","l = 15.83"
48,3.78347270274205,94.0148257424765,2.06253016078726,"i = 0.22","q = 2.37","l = 15.83"
49,3.84578373280817,96.1268109118916,2.11198516941509,"i = 0.22","q = 2.37","l = 15.83"
50,3.8894084170382,97.6163760510426,1.48956513915094,"i = 0.22","q = 2.37","l = 15.83"
51,3.94657957064169,99.582126367991,1.96575031694837,"i = 0.22","q = 2.37","l = 15.83"
52,4.00450880153087,101.589725408781,2.0075990407902,"i = 0.22","q = 2.37","l = 15.83"
53,4.05895589150322,103.491130626036,1.90140521725522,"i = 0.22","q = 2.37","l = 15.83"
54,4.11380325932357,105.420704200725,1.92957357468897,"i = 0.22","q = 2.37","l = 15.83"
55,4.175527336757,107.609238,2.18853379927467,"i = 0.22","q = 2.37","l = 15.83"
1,0.0674653634742888,1.63733187025295,1.63733187025295,"i = 0.22","q = 2.37","l = 20.85"
2,0.156313420764337,3.53715445269594,1.89982258244299,"i = 0.22","q = 2.37","l = 20.85"
3,0.275877585817813,6.1527600164769,2.61560556378097,"i = 0.22","q = 2.37","l = 20.85"
4,0.347467137522881,7.75125828208859,1.59849826561169,"i = 0.22","q = 2.37","l = 20.85"
5,0.451826527784404,10.1249280682892,2.3736697862006,"i = 0.22","q = 2.37","l = 20.85"
6,0.534101879132906,12.0326415239762,1.90771345568702,"i = 0.22","q = 2.37","l = 20.85"
7,0.613829429629563,13.9118534259601,1.87921190198392,"i = 0.22","q = 2.37","l = 20.85"
8,0.699646391627665,15.9682240935693,2.05637066760913,"i = 0.22","q = 2.37","l = 20.85"
9,0.762139828695423,17.4876493862165,1.51942529264719,"i = 0.22","q = 2.37","l = 20.85"
10,0.845615451937825,19.5460652886771,2.05841590246067,"i = 0.22","q = 2.37","l = 20.85"
11,0.932844750878006,21.7322904155273,2.18622512685016,"i = 0.22","q = 2.37","l = 20.85"
12,0.991027044227906,23.2105382370155,1.47824782148817,"i = 0.22","q = 2.37","l = 20.85"
13,1.07948311403086,25.4886614942955,2.27812325728007,"i = 0.22","q = 2.37","l = 20.85"
14,1.15292088801109,27.4081423751006,1.91948088080504,"i = 0.22","q = 2.37","l = 20.85"
15,1.23445641062691,29.5691889971969,2.1610466220963,"i = 0.22","q = 2.37","l = 20.85"
16,1.28641357376365,30.9626984302696,1.39350943307274,"i = 0.22","q = 2.37","l = 20.85"
17,1.37965293856648,33.4954574228342,2.53275899256461,"i = 0.22","q = 2.37","l = 20.85"
18,1.44216724681342,35.2166477722834,1.72119034944915,"i = 0.22","q = 2.37","l = 20.85"
19,1.50621313816052,36.9991940024084,1.78254623012499,"i = 0.22","q = 2.37","l = 20.85"
20,1.57097554615871,38.821429050895,1.8222350484866,"i = 0.22","q = 2.37","l = 20.85"
21,1.6397993484558,40.7797037355725,1.95827468467758,"i = 0.22","q = 2.37","l = 20.85"
22,1.72641877607527,43.2761974410452,2.49649370547265,"i = 0.22","q = 2.37","l = 20.85"
23,1.78211517001273,44.9002088806226,1.62401143957742,"i = 0.22","q = 2.37","l = 20.85"
24,1.86394262273725,47.3127951432387,2.41258626261607,"i = 0.22","q = 2.37","l = 20.85"
25,1.90822162995118,48.6315273991862,1.31873225594752,"i = 0.22","q = 2.37","l = 20.85"
26,1.99487105438268,51.2390044956346,2.60747709644839,"i = 0.22","q = 2.37","l = 20.85"
