"Bite","EstimatedTime_procNoise","CumulativeGrams_procNoise","BiteGrams_procNoise","r","theta"
9,2.31740337871219,17.6421477766508,2.22934602287479,"r = 0.06","t = 7.74"
10,2.61067528342327,19.8109234679092,2.16877569125847,"r = 0.06","t = 7.74"
11,2.88038287904455,21.7881916867159,1.97726821880669,"r = 0.06","t = 7.74"
12,3.11868810535598,23.5205664480149,1.73237476129898,"r = 0.06","t = 7.74"
13,3.37272844401542,25.3512881360701,1.83072168805518,"r = 0.06","t = 7.74"
14,3.69335248867323,27.6368922141867,2.28560407811657,"r = 0.06","t = 7.74"
15,3.94960187514637,29.4425469836787,1.80565476949208,"r = 0.06","t = 7.74"
16,4.26589824107884,31.6442495107089,2.20170252703011,"r = 0.06","t = 7.74"
17,4.53105187364156,33.4659376354966,1.82168812478774,"r = 0.06","t = 7.74"
18,4.80025537414094,35.2921794389161,1.82624180341952,"r = 0.06","t = 7.74"
19,5.08679420913771,37.2094021121374,1.91722267322123,"r = 0.06","t = 7.74"
20,5.33229652047599,38.8295740858228,1.62017197368549,"r = 0.06","t = 7.74"
21,5.72535459904495,41.379030420569,2.54945633474619,"r = 0.06","t = 7.74"
22,5.95306092694572,42.8302912974283,1.45126087685928,"r = 0.06","t = 7.74"
23,6.31096589404152,45.0723175504159,2.24202625298754,"r = 0.06","t = 7.74"
24,6.57349300179598,46.6859603950749,1.61364284465903,"r = 0.06","t = 7.74"
25,6.91417730550494,48.740292746097,2.05433235102215,"r = 0.06","t = 7.74"
26,7.33747988267642,51.2293113381201,2.48901859202303,"r = 0.06","t = 7.74"
27,7.58388876754189,52.6453663872794,1.41605504915932,"r = 0.06","t = 7.74"
28,7.90471957614085,54.4525374778494,1.80717109057002,"r = 0.06","t = 7.74"
29,8.35578555166585,56.9228032257716,2.47026574792221,"r = 0.06","t = 7.74"
30,8.75183140906346,59.0234425158164,2.10063929004476,"r = 0.06","t = 7.74"
31,9.05734229799791,60.6001257389975,1.57668322318116,"r = 0.06","t = 7.74"
32,9.53269239404061,62.9775658884265,2.377440149429,"r = 0.06","t = 7.74"
33,9.85401192793208,64.5325343851633,1.55496849673682,"r = 0.06","t = 7.74"
34,10.3206451918239,66.7163441400106,2.18380975484729,"r = 0.06","t = 7.74"
35,10.6853467280286,68.3622773546124,1.64593321460181,"r = 0.06","t = 7.74"
36,11.2389608017312,70.7600415934848,2.39776423887231,"r = 0.06","t = 7.74"
37,11.7221186699795,72.7549382314579,1.99489663797313,"r = 0.06","t = 7.74"
38,12.1070700091193,74.2803823625964,1.52544413113847,"r = 0.06","t = 7.74"
39,12.5704742544819,76.0429648980222,1.76258253542588,"r = 0.06","t = 7.74"
40,13.263749434624,78.5333722798518,2.49040738182956,"r = 0.06","t = 7.74"
41,13.8133888842154,80.3869899960308,1.85361771617897,"r = 0.06","t = 7.74"
42,14.3539282237209,82.1095281898198,1.72253819378906,"r = 0.06","t = 7.74"
43,14.9409650312528,83.8717054959995,1.76217730617964,"r = 0.06","t = 7.74"
44,15.7862631835848,86.2200068910178,2.34830139501832,"r = 0.06","t = 7.74"
45,16.4543459214951,87.926556608605,1.70654971758717,"r = 0.06","t = 7.74"
46,17.4857611575816,90.3200695633809,2.39351295477591,"r = 0.06","t = 7.74"
47,18.325439313244,92.0683772126959,1.74830764931508,"r = 0.06","t = 7.74"
48,19.3082902814939,93.9062693672524,1.83789215455646,"r = 0.06","t = 7.74"
49,20.5280317586998,95.9046241909896,1.99835482373715,"r = 0.06","t = 7.74"
50,21.7142162492825,97.5814877484519,1.67686355746233,"r = 0.06","t = 7.74"
51,23.4610772663345,99.6398592272914,2.05837147883953,"r = 0.06","t = 7.74"
52,25.6593631729709,101.657621045116,2.01776181782476,"r = 0.06","t = 7.74"
53,28.7351067221528,103.669418212243,2.01179716712677,"r = 0.06","t = 7.74"
54,33.3002203980222,105.48683041636,1.81741220411726,"r = 0.06","t = 7.74"
55,72.0421378793771,107.609238,2.1224075836398,"r = 0.06","t = 7.74"
1,0.265562198145091,2.08322827500173,2.08322827500173,"r = 0.14","t = 7.74"
2,0.474920556346305,3.76423711813749,1.68100884313577,"r = 0.14","t = 7.74"
3,0.718933597147288,5.76469631367008,2.00045919553258,"r = 0.14","t = 7.74"
4,0.954353766789231,7.73471857076968,1.9700222570996,"r = 0.14","t = 7.74"
5,1.16898033990296,9.56305294014852,1.82833436937884,"r = 0.14","t = 7.74"
6,1.45439450135659,12.0388400494236,2.47578710927509,"r = 0.14","t = 7.74"
7,1.67091670886505,13.9482082707538,1.9093682213302,"r = 0.14","t = 7.74"
8,1.8742019631415,15.7631245243827,1.81491625362889,"r = 0.14","t = 7.74"
9,2.10672696661581,17.8629692332433,2.0998447088606,"r = 0.14","t = 7.74"
10,2.29403055764992,19.5709651009899,1.70799586774663,"r = 0.14","t = 7.74"
11,2.50369728310716,21.4981536417976,1.92718854080767,"r = 0.14","t = 7.74"
12,2.74440485107334,23.7274952805273,2.22934163872965,"r = 0.14","t = 7.74"
13,2.93325543425905,25.4868025171323,1.75930723660507,"r = 0.14","t = 7.74"
14,3.13095199326799,27.3359424830621,1.84913996592977,"r = 0.14","t = 7.74"
15,3.37449092031552,29.6211031976909,2.28516071462885,"r = 0.14","t = 7.74"
16,3.55018919713893,31.272491693664,1.65138849597306,"r = 0.14","t = 7.74"
17,3.78374270154525,33.4682707706265,2.19577907696248,"r = 0.14","t = 7.74"
18,3.99953255484842,35.4947370485096,2.02646627788313,"r = 0.14","t = 7.74"
19,4.16284371511705,37.0250848174988,1.53034776898914,"r = 0.14","t = 7.74"
20,4.39441632072647,39.1875684128837,2.16248359538497,"r = 0.14","t = 7.74"
21,4.62992710372247,41.3745244605684,2.18695604768463,"r = 0.14","t = 7.74"
22,4.84524197545174,43.3600430737548,1.98551861318641,"r = 0.14","t = 7.74"
23,4.98820929414569,44.6697163365881,1.30967326283336,"r = 0.14","t = 7.74"
24,5.28198955959512,47.3355356380804,2.66581930149228,"r = 0.14","t = 7.74"
25,5.41788059289058,48.5556842844823,1.22014864640192,"r = 0.14","t = 7.74"
26,5.64294038103985,50.5563183807925,2.00063409631022,"r = 0.14","t = 7.74"
27,5.94294737440534,53.1801802193985,2.62386183860593,"r = 0.14","t = 7.74"
28,6.10397742349957,54.5664649204951,1.38628470109657,"r = 0.14","t = 7.74"
29,6.37848521391671,56.8911897375091,2.32472481701404,"r = 0.14","t = 7.74"
30,6.62611302142673,58.9439946299622,2.0528048924531,"r = 0.14","t = 7.74"
31,6.79375475610287,60.308548342614,1.36455371265182,"r = 0.14","t = 7.74"
32,7.12690962919728,62.9569085979362,2.64836025532216,"r = 0.14","t = 7.74"
33,7.3190300162882,64.44425120713,1.48734260919386,"r = 0.14","t = 7.74"
34,7.64489295908194,66.897587631854,2.45333642472394,"r = 0.14","t = 7.74"
35,7.8299175576003,68.2506861694022,1.35309853754819,"r = 0.14","t = 7.74"
36,8.08623612699712,70.0763039020767,1.82561773267456,"r = 0.14","t = 7.74"
37,8.38616439960452,72.139279361491,2.06297545941429,"r = 0.14","t = 7.74"
38,8.74470251671837,74.5003006861747,2.36102132468365,"r = 0.14","t = 7.74"
39,9.04845403769329,76.4103337963115,1.91003311013685,"r = 0.14","t = 7.74"
40,9.40419038595382,78.541992887295,2.13165909098343,"r = 0.14","t = 7.74"
41,9.66537551607123,80.0351659889126,1.49317310161769,"r = 0.14","t = 7.74"
42,10.0585121998389,82.169241367268,2.13407537835532,"r = 0.14","t = 7.74"
43,10.4788359263532,84.3029209983119,2.1336796310439,"r = 0.14","t = 7.74"
44,10.7851113178695,85.7637779388055,1.46085694049367,"r = 0.14","t = 7.74"
45,11.3566610255964,88.2859683006282,2.52219036182269,"r = 0.14","t = 7.74"
46,11.7314167407247,89.8015237951013,1.51555549447306,"r = 0.14","t = 7.74"
47,12.219229616971,91.619148335457,1.81762454035574,"r = 0.14","t = 7.74"
48,12.9392148731487,94.0026579355159,2.38350960005887,"r = 0.14","t = 7.74"
49,13.4544416919245,95.5068694700092,1.50421153449335,"r = 0.14","t = 7.74"
50,14.3712106968946,97.8128490054667,2.30597953545742,"r = 0.14","t = 7.74"
51,15.3288178274317,99.780474222717,1.9676252172503,"r = 0.14","t = 7.74"
52,16.7322646318951,102.001217342479,2.22074311976201,"r = 0.14","t = 7.74"
53,17.9378734723017,103.414202129461,1.41298478698241,"r = 0.14","t = 7.74"
54,21.7425811098975,105.956267303705,2.54206517424316,"r = 0.14","t = 7.74"
55,28.2338270885215,107.28497382977,1.32870652606591,"r = 0.14","t = 7.74"
1,0.219253927421942,1.72955014095523,1.72955014095523,"r = 0.25","t = 7.74"
2,0.515694884954058,4.17150474661724,2.44195460566201,"r = 0.25","t = 7.74"
3,0.733945027231354,6.04413163888844,1.8726268922712,"r = 0.25","t = 7.74"
4,0.910273914618231,7.60230937481384,1.5581777359254,"r = 0.25","t = 7.74"
5,1.16008628085436,9.87705708488229,2.27474771006846,"r = 0.25","t = 7.74"
6,1.3392631335708,11.5554821981884,1.67842511330613,"r = 0.25","t = 7.74"
7,1.56416049989613,13.7151041314854,2.159621933297,"r = 0.25","t = 7.74"
8,1.75980768327685,15.6393496591503,1.92424552766488,"r = 0.25","t = 7.74"
9,1.96331082067151,17.6830029455466,2.04365328639627,"r = 0.25","t = 7.74"
10,2.17801420693296,19.8823481142309,2.19934516868436,"r = 0.25","t = 7.74"
11,2.35378318191449,21.7131726262029,1.830824511972,"r = 0.25","t = 7.74"
12,2.51403183227403,23.4039838027905,1.69081117658758,"r = 0.25","t = 7.74"
13,2.72418458215856,25.6493758747386,2.24539207194813,"r = 0.25","t = 7.74"
14,2.89335292458399,27.477180258196,1.82780438345739,"r = 0.25","t = 7.74"
15,3.07930077425696,29.5040300111109,2.02684975291483,"r = 0.25","t = 7.74"
16,3.23734374368354,31.2388785266593,1.73484851554849,"r = 0.25","t = 7.74"
17,3.38919241573317,32.914155516744,1.67527699008466,"r = 0.25","t = 7.74"
18,3.56973526016896,34.9140287133093,1.99987319656529,"r = 0.25","t = 7.74"
19,3.75762647747062,37.0011803793682,2.0871516660589,"r = 0.25","t = 7.74"
20,3.95714325041612,39.2198760681362,2.21869568876804,"r = 0.25","t = 7.74"
21,4.1401694983934,41.253566527677,2.03369045954079,"r = 0.25","t = 7.74"
22,4.30386471611227,43.0682004633099,1.81463393563286,"r = 0.25","t = 7.74"
23,4.47956121301004,45.0084686083353,1.94026814502545,"r = 0.25","t = 7.74"
24,4.64686621754412,46.8462483643177,1.83777975598233,"r = 0.25","t = 7.74"
25,4.8110462322876,48.6378874556797,1.79163909136199,"r = 0.25","t = 7.74"
26,4.98349814238919,50.5046132431151,1.8667257874354,"r = 0.25","t = 7.74"
27,5.20806594978065,52.9079045937263,2.40329135061123,"r = 0.25","t = 7.74"
28,5.36728961068956,54.5902310404036,1.68232644667731,"r = 0.25","t = 7.74"
29,5.578951218438,56.7951801003451,2.20494905994155,"r = 0.25","t = 7.74"
30,5.79841224236849,59.0394857662281,2.24430566588298,"r = 0.25","t = 7.74"
31,5.95324238068089,60.5949179648799,1.55543219865182,"r = 0.25","t = 7.74"
32,6.19558197883417,62.9794720537209,2.38455408884094,"r = 0.25","t = 7.74"
33,6.37007244623781,64.6563363887072,1.67686433498628,"r = 0.25","t = 7.74"
34,6.56739925621251,66.5100218871392,1.85368549843201,"r = 0.25","t = 7.74"
35,6.80906296938885,68.7157919619563,2.20577007481708,"r = 0.25","t = 7.74"
36,6.98932651386171,70.3132444912793,1.59745252932305,"r = 0.25","t = 7.74"
37,7.22967296974857,72.3774953934671,2.06425090218775,"r = 0.25","t = 7.74"
38,7.46681617189517,74.3390010142155,1.96150562074848,"r = 0.25","t = 7.74"
39,7.73581504398834,76.471886333926,2.13288531971045,"r = 0.25","t = 7.74"
40,7.92722389512002,77.9293399922169,1.45745365829089,"r = 0.25","t = 7.74"
41,8.2108705799127,79.9966923394686,2.0673523472517,"r = 0.25","t = 7.74"
42,8.49102205627844,81.9305265035914,1.9338341641228,"r = 0.25","t = 7.74"
43,8.86173043699516,84.3263272014216,2.39580069783025,"r = 0.25","t = 7.74"
44,9.11561328703626,85.8619071892873,1.53557998786562,"r = 0.25","t = 7.74"
45,9.46077461306478,87.8161832603838,1.95427607109652,"r = 0.25","t = 7.74"
46,9.90627005243303,90.1198975376333,2.3037142772495,"r = 0.25","t = 7.74"
47,10.2389272169774,91.6871764883121,1.56727895067887,"r = 0.25","t = 7.74"
48,10.6827384210978,93.5868889815723,1.89971249326015,"r = 0.25","t = 7.74"
49,11.3901700281452,96.2005687211246,2.61367973955228,"r = 0.25","t = 7.74"
50,12.0388647291807,98.1995408081136,1.99897208698907,"r = 0.25","t = 7.74"
51,12.564335356343,99.5756437291998,1.37610292108612,"r = 0.25","t = 7.74"
52,13.4287156759268,101.436200983723,1.86055725452371,"r = 0.25","t = 7.74"
53,14.9817917907043,103.794998407608,2.35879742388495,"r = 0.25","t = 7.74"
54,17.2076570882072,105.719772109214,1.92477370160513,"r = 0.25","t = 7.74"
55,33.3848507805775,107.609238,1.88946589078645,"r = 0.25","t = 7.74"
1,0.234418881061597,2.25069338994913,2.25069338994913,"r = 1.87","t = 7.74"
2,0.344413976153781,3.66737909863466,1.41668570868553,"r = 1.87","t = 7.74"
3,0.504003359773906,6.24359015616233,2.57621105752767,"r = 1.87","t = 7.74"
4,0.599247565379279,8.12449057654004,1.88090042037771,"r = 1.87","t = 7.74"
5,0.683143980712138,10.0227057587762,1.89821518223614,"r = 1.87","t = 7.74"
6,0.760220924453546,11.9829441747185,1.96023841594227,"r = 1.87","t = 7.74"
7,0.818376505066934,13.6073868514887,1.62444267677025,"r = 1.87","t = 7.74"
8,0.894844466654612,15.9424386745596,2.33505182307095,"r = 1.87","t = 7.74"
9,0.94456438666333,17.5855671613277,1.64312848676809,"r = 1.87","t = 7.74"
10,0.99682822082837,19.4206910624888,1.83512390116111,"r = 1.87","t = 7.74"
11,1.04832203147936,21.3375076822247,1.91681661973589,"r = 1.87","t = 7.74"
12,1.10182639919901,23.4429100677974,2.10540238557265,"r = 1.87","t = 7.74"
13,1.1458800305678,25.2621061851023,1.81919611730494,"r = 1.87","t = 7.74"
14,1.18783816438801,27.0649295948839,1.80282340978154,"r = 1.87","t = 7.74"
15,1.2326789950778,29.0647146106054,1.99978501572155,"r = 1.87","t = 7.74"
16,1.28341805833794,31.4142508028631,2.34953619225763,"r = 1.87","t = 7.74"
17,1.31459198986429,32.9008644451186,1.48661364225553,"r = 1.87","t = 7.74"
18,1.3574681955084,34.9953419419723,2.09447749685377,"r = 1.87","t = 7.74"
19,1.40492467625978,37.3751647548432,2.37982281287082,"r = 1.87","t = 7.74"
20,1.43417818159922,38.8711720921607,1.49600733731756,"r = 1.87","t = 7.74"
21,1.47612141008264,41.050057798534,2.17888570637323,"r = 1.87","t = 7.74"
22,1.52010514962501,43.3716720088311,2.3216142102971,"r = 1.87","t = 7.74"
23,1.54774340826067,44.8463537982299,1.47468178939887,"r = 1.87","t = 7.74"
24,1.58782406293059,47.0018259056373,2.15547210740738,"r = 1.87","t = 7.74"
25,1.61912026923616,48.695167293491,1.69334138785371,"r = 1.87","t = 7.74"
26,1.65687101972203,50.7449616549135,2.04979436142251,"r = 1.87","t = 7.74"
27,1.69250172375561,52.6822117674124,1.93725011249886,"r = 1.87","t = 7.74"
28,1.73781913661025,55.1422730354819,2.46006126806952,"r = 1.87","t = 7.74"
29,1.77376003904845,57.084442084686,1.94216904920408,"r = 1.87","t = 7.74"
30,1.807148586923,58.8771965486853,1.79275446399927,"r = 1.87","t = 7.74"
31,1.83547776612378,60.3868272640096,1.5096307153243,"r = 1.87","t = 7.74"
32,1.87269284687275,62.3501697092124,1.96334244520285,"r = 1.87","t = 7.74"
33,1.91700080735378,64.6523957321588,2.30222602294639,"r = 1.87","t = 7.74"
34,1.95933817972448,66.8099278332169,2.15753210105815,"r = 1.87","t = 7.74"
35,1.9960637211062,68.6433005688577,1.83337273564071,"r = 1.87","t = 7.74"
36,2.03444612216135,70.5174481284844,1.87414755962671,"r = 1.87","t = 7.74"
37,2.06827931476548,72.1310695337252,1.61362140524083,"r = 1.87","t = 7.74"
38,2.11181686384556,74.1508997381773,2.01983020445212,"r = 1.87","t = 7.74"
39,2.15789562245148,76.2150821023531,2.06418236417578,"r = 1.87","t = 7.74"
40,2.20278135098413,78.1494462833638,1.93436418101074,"r = 1.87","t = 7.74"
41,2.25903036554432,80.4628648565037,2.31341857313991,"r = 1.87","t = 7.74"
42,2.3052410537905,82.2688915501782,1.80602669367448,"r = 1.87","t = 7.74"
43,2.35996721297317,84.2957352349025,2.02684368472428,"r = 1.87","t = 7.74"
44,2.40629085214672,85.9161214270573,1.62038619215481,"r = 1.87","t = 7.74"
45,2.47168500311231,88.0559045985739,2.13978317151658,"r = 1.87","t = 7.74"
46,2.53058191306646,89.8376701502236,1.78176555164971,"r = 1.87","t = 7.74"
47,2.60010983213764,91.7691174732616,1.93144732303799,"r = 1.87","t = 7.74"
48,2.68790926898466,93.9545679063061,2.18545043304445,"r = 1.87","t = 7.74"
49,2.77418741340072,95.844443473376,1.88987556706995,"r = 1.87","t = 7.74"
50,2.86996310600383,97.6687752559095,1.82433178253353,"r = 1.87","t = 7.74"
51,3.02787120666437,100.125311080446,2.45653582453609,"r = 1.87","t = 7.74"
52,3.14685617610962,101.591075480938,1.46576440049216,"r = 1.87","t = 7.74"
53,3.36120392465541,103.573123944153,1.98204846321488,"r = 1.87","t = 7.74"
54,3.73168000300216,105.614995396362,2.04187145220928,"r = 1.87","t = 7.74"
55,5.68559103873243,107.574483085312,1.95948768895001,"r = 1.87","t = 7.74"
1,0.134326205379982,1.81810008809783,1.81810008809783,"r = 0","t = 13.65"
2,0.26525959914667,3.56071381864832,1.74261373055049,"r = 0","t = 13.65"
3,0.438583116846672,5.82343882623704,2.26272500758872,"r = 0","t = 13.65"
4,0.617161863420366,8.10331946356679,2.27988063732975,"r = 0","t = 13.65"
5,0.732159712314253,9.54437464633364,1.44105518276685,"r = 0","t = 13.65"
6,0.911464031669856,11.7497431169286,2.20536847059496,"r = 0","t = 13.65"
7,1.07380031757335,13.7036078090138,1.95386469208517,"r = 0","t = 13.65"
8,1.24727013306062,15.7474847413132,2.04387693229944,"r = 0","t = 13.65"
9,1.40443133969444,17.5607778280215,1.81329308670827,"r = 0","t = 13.65"
10,1.57746486220815,19.5158366941076,1.95505886608616,"r = 0","t = 13.65"
11,1.76211229005106,21.5553306261413,2.03949393203363,"r = 0","t = 13.65"
12,1.9284749759747,23.3524019007149,1.79707127457366,"r = 0","t = 13.65"
13,2.09373069409235,25.1003638224243,1.74796192170933,"r = 0","t = 13.65"
14,2.28447415283393,27.072888497228,1.9725246748037,"r = 0","t = 13.65"
15,2.48711111228428,29.1167802720246,2.04389177479663,"r = 0","t = 13.65"
16,2.72131746602738,31.4145679845099,2.29778771248527,"r = 0","t = 13.65"
17,2.87647826483343,32.8996823414959,1.485114356986,"r = 0","t = 13.65"
18,3.16218787541813,35.5590388105317,2.65935646903582,"r = 0","t = 13.65"
19,3.36906442227587,37.4253510663433,1.86631225581162,"r = 0","t = 13.65"
20,3.54775047502875,38.9983953533271,1.57304428698377,"r = 0","t = 13.65"
21,3.76658371184155,40.8769304350328,1.87853508170575,"r = 0","t = 13.65"
22,3.98546163779746,42.7044080768731,1.82747764184021,"r = 0","t = 13.65"
23,4.27680117292568,45.059497062518,2.35508898564495,"r = 0","t = 13.65"
24,4.55476282570463,47.2267532169628,2.16725615444475,"r = 0","t = 13.65"
25,4.74240115495456,48.6471530252678,1.42039980830506,"r = 0","t = 13.65"
26,4.99453810751863,50.5033370424592,1.85618401719139,"r = 0","t = 13.65"
27,5.37312016022305,53.1812460102845,2.67790896782533,"r = 0","t = 13.65"
28,5.59548350309859,54.6952246590838,1.51397864879922,"r = 0","t = 13.65"
29,5.95953350149169,57.0835315673175,2.38830690823377,"r = 0","t = 13.65"
30,6.18410920126615,58.5027700662537,1.41923849893615,"r = 0","t = 13.65"
31,6.4772204166414,60.2953423737647,1.79257230751099,"r = 0","t = 13.65"
32,6.87010936427332,62.5959333476883,2.30059097392365,"r = 0","t = 13.65"
33,7.21718129959015,64.5350253183749,1.93909197068655,"r = 0","t = 13.65"
34,7.58619065858379,66.5051683801196,1.97014306174472,"r = 0","t = 13.65"
35,8.01550358031675,68.6841827007061,2.17901432058655,"r = 0","t = 13.65"
36,8.39133639812292,70.4967413843555,1.8125586836494,"r = 0","t = 13.65"
37,8.73780523253932,72.0928445070357,1.59610312268019,"r = 0","t = 13.65"
38,9.2131862986169,74.1717425886371,2.07889808160134,"r = 0","t = 13.65"
39,9.8206349442524,76.6521214748643,2.48037888622724,"r = 0","t = 13.65"
40,10.3186536916985,78.5478272393803,1.89570576451601,"r = 0","t = 13.65"
41,10.7014855403526,79.9258056167493,1.37797837736898,"r = 0","t = 13.65"
42,11.2871306231581,81.9084789407966,1.98267332404734,"r = 0","t = 13.65"
43,12.0849350246473,84.3830164260839,2.47453748528727,"r = 0","t = 13.65"
44,12.6956386275612,86.1150515575185,1.73203513143464,"r = 0","t = 13.65"
45,13.3584120650522,87.8489956950235,1.73394413750501,"r = 0","t = 13.65"
46,14.3102977022279,90.0976253811842,2.24862968616068,"r = 0","t = 13.65"
47,15.0791317071839,91.7257217494121,1.62809636822784,"r = 0","t = 13.65"
48,16.1797895992937,93.7967633599312,2.07104161051915,"r = 0","t = 13.65"
49,17.534322884034,95.97891014762,2.18214678768881,"r = 0","t = 13.65"
50,18.6279951862175,97.4867820876337,1.5078719400137,"r = 0","t = 13.65"
51,20.9823128057184,100.102785313693,2.61600322605925,"r = 0","t = 13.65"
52,22.6760348405027,101.556041361814,1.45325604812122,"r = 0","t = 13.65"
53,25.7077894421191,103.491917504,1.93587614218586,"r = 0","t = 13.65"
54,31.2614107315259,105.579106071304,2.08718856730381,"r = 0","t = 13.65"
55,47.5360689782252,107.360993159115,1.78188708781146,"r = 0","t = 13.65"
1,0.108418516389243,1.89601926982284,1.89601926982284,"r = 0.06","t = 13.65"
2,0.215992015189671,3.75689546099627,1.86087619117343,"r = 0.06","t = 13.65"
3,0.331291998539023,5.72864921300317,1.9717537520069,"r = 0.06","t = 13.65"
4,0.46145098212589,7.92587382982011,2.19722461681694,"r = 0.06","t = 13.65"
5,0.576322690496915,9.83955026224594,1.91367643242583,"r = 0.06","t = 13.65"
6,0.692640185684057,11.7527461793761,1.91319591713019,"r = 0.06","t = 13.65"
7,0.789576714294574,13.32814023845,1.57539405907386,"r = 0.06","t = 13.65"
8,0.946803768254891,15.8463265889695,2.51818635051951,"r = 0.06","t = 13.65"
9,1.0562323410001,17.571751523091,1.72542493412153,"r = 0.06","t = 13.65"
10,1.16697987999567,19.2951146075197,1.72336308442869,"r = 0.06","t = 13.65"
11,1.33221172025499,21.823383677179,2.52826906965926,"r = 0.06","t = 13.65"
12,1.46422390907716,23.8062710082389,1.98288733105988,"r = 0.06","t = 13.65"
13,1.56301350678102,25.2685420218701,1.46227101363123,"r = 0.06","t = 13.65"
14,1.71772897753368,27.5214184050189,2.25287638314881,"r = 0.06","t = 13.65"
15,1.85142492243209,29.4316276761805,1.91020927116156,"r = 0.06","t = 13.65"
16,2.00761212287247,31.6202386471719,2.18861097099141,"r = 0.06","t = 13.65"
17,2.14889087703694,33.5601380676482,1.93989942047627,"r = 0.06","t = 13.65"
18,2.28023855291281,35.3298425470545,1.76970447940634,"r = 0.06","t = 13.65"
19,2.43613899811652,37.388194202218,2.05835165516355,"r = 0.06","t = 13.65"
20,2.58202847894398,39.2731013876149,1.88490718539686,"r = 0.06","t = 13.65"
21,2.71885064492976,41.0047948367272,1.73169344911233,"r = 0.06","t = 13.65"
22,2.87637145983604,42.9555070901029,1.95071225337566,"r = 0.06","t = 13.65"
23,3.05373171428179,45.0973081661674,2.14180107606456,"r = 0.06","t = 13.65"
24,3.18799014435353,46.680483316136,1.58317514996858,"r = 0.06","t = 13.65"
25,3.40701720080068,49.1934965197818,2.5130132036458,"r = 0.06","t = 13.65"
26,3.53026101692709,50.5699189803907,1.37642246060886,"r = 0.06","t = 13.65"
27,3.75632350422415,53.0252058390208,2.45528685863012,"r = 0.06","t = 13.65"
28,3.95054545635506,55.0639176185749,2.03871177955412,"r = 0.06","t = 13.65"
29,4.14907536126097,57.0814554153598,2.01753779678486,"r = 0.06","t = 13.65"
30,4.31078013111912,58.675997985333,1.59454256997325,"r = 0.06","t = 13.65"
31,4.53978829067192,60.8607296804623,2.18473169512929,"r = 0.06","t = 13.65"
32,4.74292905541099,62.7280564305738,1.86732675011152,"r = 0.06","t = 13.65"
33,4.95317685668056,64.5923951635212,1.86433873294734,"r = 0.06","t = 13.65"
34,5.19645519593406,66.6650458793498,2.07265071582862,"r = 0.06","t = 13.65"
35,5.4003033300084,68.3337015565722,1.66865567722239,"r = 0.06","t = 13.65"
36,5.69215646949786,70.6179940073231,2.28429245075093,"r = 0.06","t = 13.65"
37,5.91379602079934,72.2728603993104,1.6548663919873,"r = 0.06","t = 13.65"
38,6.21012323349432,74.3815381751877,2.10867777587727,"r = 0.06","t = 13.65"
39,6.51972035487924,76.462578816973,2.08104064178535,"r = 0.06","t = 13.65"
40,6.84028259766918,78.4917001277386,2.0291213107656,"r = 0.06","t = 13.65"
41,7.09392386607368,80.0106122694331,1.51891214169443,"r = 0.06","t = 13.65"
42,7.44963936791779,82.018008211019,2.00739594158598,"r = 0.06","t = 13.65"
43,7.91362793449097,84.4330935474907,2.41508533647165,"r = 0.06","t = 13.65"
44,8.18904627603573,85.7642360609155,1.33114251342484,"r = 0.06","t = 13.65"
45,8.77639809986244,88.3668107024326,2.60257464151711,"r = 0.06","t = 13.65"
46,9.09214580578035,89.6419261282323,1.27511542579971,"r = 0.06","t = 13.65"
47,9.61825850791447,91.5900150879474,1.94808895971508,"r = 0.06","t = 13.65"
48,10.2195395443144,93.569333949414,1.9793188614666,"r = 0.06","t = 13.65"
49,10.9919611186339,95.7692616167922,2.19992766737818,"r = 0.06","t = 13.65"
50,11.8783854133515,97.8840588507954,2.11479723400318,"r = 0.06","t = 13.65"
51,12.7246992415382,99.5577648002702,1.67370594947482,"r = 0.06","t = 13.65"
52,14.2253443555393,101.860317006199,2.30255220592834,"r = 0.06","t = 13.65"
53,15.935480019098,103.702340242548,1.8420232363499,"r = 0.06","t = 13.65"
54,19.0614447089805,105.69037382247,1.98803357992203,"r = 0.06","t = 13.65"
55,41.8191686317382,107.609238,1.91886417752954,"r = 0.06","t = 13.65"
1,0.0900857663422637,1.58471209064939,1.58471209064939,"r = 0.14","t = 13.65"
2,0.240716034691794,4.23658021063307,2.65186811998368,"r = 0.14","t = 13.65"
3,0.344500262639606,6.06371329522336,1.82713308459029,"r = 0.14","t = 13.65"
4,0.447360286580724,7.87328781039911,1.80957451517575,"r = 0.14","t = 13.65"
5,0.546111828809795,9.60835129062053,1.73506348022141,"r = 0.14","t = 13.65"
6,0.651212365310398,11.4514614883087,1.8431101976882,"r = 0.14","t = 13.65"
7,0.781913244047352,13.7367575151111,2.28529602680237,"r = 0.14","t = 13.65"
8,0.880957305564491,15.4622921496535,1.7255346345424,"r = 0.14","t = 13.65"
9,0.994660444027122,17.4352293524133,1.97293720275976,"r = 0.14","t = 13.65"
10,1.13908523513405,19.926809729121,2.4915803767077,"r = 0.14","t = 13.65"
11,1.24278570427689,21.7044145663604,1.77760483723946,"r = 0.14","t = 13.65"
12,1.36167668783898,23.7292002964436,2.02478573008322,"r = 0.14","t = 13.65"
13,1.47324904191968,25.6152413573893,1.88604106094569,"r = 0.14","t = 13.65"
14,1.58818251545874,27.5425334465524,1.92729208916307,"r = 0.14","t = 13.65"
