"Bite","EstimatedTime_procNoise","CumulativeGrams_procNoise","BiteGrams_procNoise","int","quad","linear"
45,1.86012915167029,87.8788664537414,2.13236062003182,"i = -43.43","q = 2.37","l = 66.19"
46,1.88777557676555,89.9539328779573,2.07506642421588,"i = -43.43","q = 2.37","l = 66.19"
47,1.91021624056227,91.6409294697737,1.68699659181641,"i = -43.43","q = 2.37","l = 66.19"
48,1.94315204398073,94.1212247355459,2.48029526577213,"i = -43.43","q = 2.37","l = 66.19"
49,1.97048720665912,96.1836526623719,2.06242792682603,"i = -43.43","q = 2.37","l = 66.19"
50,1.98881196373721,97.5682294136997,1.38457675132783,"i = -43.43","q = 2.37","l = 66.19"
51,2.01831379238791,99.8006601017016,2.23243068800188,"i = -43.43","q = 2.37","l = 66.19"
52,2.04104110190741,101.523266510567,1.72260640886493,"i = -43.43","q = 2.37","l = 66.19"
53,2.06808101869412,103.575930544839,2.0526640342723,"i = -43.43","q = 2.37","l = 66.19"
54,2.09508792495346,105.629543831648,2.05361328680881,"i = -43.43","q = 2.37","l = 66.19"
55,2.11740843794347,107.329408610351,1.69986477870376,"i = -43.43","q = 2.37","l = 66.19"
1,0.0244469144382943,1.83318070650914,1.83318070650914,"i = 0.22","q = -7.61","l = 66.19"
2,0.0530556117402896,3.70979727614434,1.8766165696352,"i = 0.22","q = -7.61","l = 66.19"
3,0.0881120566295997,5.99238431620056,2.28258704005622,"i = 0.22","q = -7.61","l = 66.19"
4,0.113307654161068,7.62136729691635,1.62898298071579,"i = 0.22","q = -7.61","l = 66.19"
5,0.144254647096295,9.60898263176311,1.98761533484676,"i = 0.22","q = -7.61","l = 66.19"
6,0.181848965049664,12.0039326302543,2.39494999849119,"i = 0.22","q = -7.61","l = 66.19"
7,0.203925101580972,13.4002756418298,1.3963430115755,"i = 0.22","q = -7.61","l = 66.19"
8,0.234625330156746,15.3297792453783,1.92950360354849,"i = 0.22","q = -7.61","l = 66.19"
9,0.277214070550163,17.9827324573868,2.65295321200855,"i = 0.22","q = -7.61","l = 66.19"
10,0.301974399307757,19.5124278154664,1.52969535807961,"i = 0.22","q = -7.61","l = 66.19"
11,0.332577184107328,21.3901837103963,1.87775589492984,"i = 0.22","q = -7.61","l = 66.19"
12,0.372684686265393,23.8295681486602,2.43938443826393,"i = 0.22","q = -7.61","l = 66.19"
13,0.400518997832287,25.5080988158877,1.67853066722744,"i = 0.22","q = -7.61","l = 66.19"
14,0.428118685661224,27.1608434507923,1.65274463490465,"i = 0.22","q = -7.61","l = 66.19"
15,0.458947007914825,28.9932269478598,1.83238349706747,"i = 0.22","q = -7.61","l = 66.19"
16,0.4991487032443,31.3610282163971,2.36780126853727,"i = 0.22","q = -7.61","l = 66.19"
17,0.530164194325173,33.1709791558034,1.80995093940639,"i = 0.22","q = -7.61","l = 66.19"
18,0.57045096008498,35.5001187678679,2.32913961206444,"i = 0.22","q = -7.61","l = 66.19"
19,0.597155918943813,37.0304320313556,1.53031326348775,"i = 0.22","q = -7.61","l = 66.19"
20,0.634427224668705,39.1481072710217,2.11767523966611,"i = 0.22","q = -7.61","l = 66.19"
21,0.662971718863338,40.7556542807289,1.60754700970718,"i = 0.22","q = -7.61","l = 66.19"
22,0.710394173567904,43.3989541973937,2.64329991666481,"i = 0.22","q = -7.61","l = 66.19"
23,0.739051242888737,44.9796993292782,1.58074513188445,"i = 0.22","q = -7.61","l = 66.19"
24,0.769455684910173,46.6431721260673,1.66347279678912,"i = 0.22","q = -7.61","l = 66.19"
25,0.810827105279997,48.8840784308111,2.24090630474382,"i = 0.22","q = -7.61","l = 66.19"
26,0.845346177671519,50.7338977061928,1.84981927538172,"i = 0.22","q = -7.61","l = 66.19"
27,0.891412861475789,53.1742974865303,2.44039978033745,"i = 0.22","q = -7.61","l = 66.19"
28,0.922532489955619,54.8046012564417,1.63030376991139,"i = 0.22","q = -7.61","l = 66.19"
29,0.952624430278398,56.3670557770907,1.56245452064902,"i = 0.22","q = -7.61","l = 66.19"
30,1.00473617524884,59.0402545284497,2.67319875135899,"i = 0.22","q = -7.61","l = 66.19"
31,1.03361077445068,60.5036606362933,1.4634061078436,"i = 0.22","q = -7.61","l = 66.19"
32,1.07849181529535,62.7531178855889,2.24945724929565,"i = 0.22","q = -7.61","l = 66.19"
33,1.11491207092985,64.5559948325139,1.80287694692493,"i = 0.22","q = -7.61","l = 66.19"
34,1.15137847402231,66.3409395359705,1.78494470345669,"i = 0.22","q = -7.61","l = 66.19"
35,1.18880815587832,68.1519964193417,1.81105688337118,"i = 0.22","q = -7.61","l = 66.19"
36,1.23855844604206,70.526203241911,2.37420682256923,"i = 0.22","q = -7.61","l = 66.19"
37,1.28593110902955,72.7519478822527,2.2257446403417,"i = 0.22","q = -7.61","l = 66.19"
38,1.3232808627093,74.4827100319524,1.7307621496997,"i = 0.22","q = -7.61","l = 66.19"
39,1.35761103286705,76.0548295139897,1.57211948203737,"i = 0.22","q = -7.61","l = 66.19"
40,1.41231554621063,78.5229270786504,2.4680975646607,"i = 0.22","q = -7.61","l = 66.19"
41,1.44705705110461,80.0667195717318,1.5437924930814,"i = 0.22","q = -7.61","l = 66.19"
42,1.49485821648663,82.1608269647011,2.09410739296929,"i = 0.22","q = -7.61","l = 66.19"
43,1.54251308610699,84.213925128612,2.05309816391089,"i = 0.22","q = -7.61","l = 66.19"
44,1.58652803046851,86.0795158319213,1.86559070330925,"i = 0.22","q = -7.61","l = 66.19"
45,1.64305138237567,88.4320560614511,2.35254022952982,"i = 0.22","q = -7.61","l = 66.19"
46,1.69085088720399,90.3835749118882,1.9515188504371,"i = 0.22","q = -7.61","l = 66.19"
47,1.72341676067652,91.693240878666,1.30966596677781,"i = 0.22","q = -7.61","l = 66.19"
48,1.78764737976029,94.229043104275,2.53580222560906,"i = 0.22","q = -7.61","l = 66.19"
49,1.82136481492015,95.5350756506041,1.30603254632905,"i = 0.22","q = -7.61","l = 66.19"
50,1.88510347500646,97.9567217755191,2.42164612491497,"i = 0.22","q = -7.61","l = 66.19"
51,1.94461697643718,100.162047131048,2.20532535552861,"i = 0.22","q = -7.61","l = 66.19"
52,1.985798897126,101.656537932999,1.49449080195159,"i = 0.22","q = -7.61","l = 66.19"
53,2.05197282715794,104.003952411173,2.34741447817416,"i = 0.22","q = -7.61","l = 66.19"
54,2.10116482142312,105.705794028455,1.7018416172813,"i = 0.22","q = -7.61","l = 66.19"
55,2.15548693285806,107.542346218843,1.83655219038829,"i = 0.22","q = -7.61","l = 66.19"
1,0.0974909155031857,2.24444048931704,2.24444048931704,"i = 0.22","q = -0.87","l = 20.85"
2,0.161512438034147,3.56510681701587,1.32066632769884,"i = 0.22","q = -0.87","l = 20.85"
3,0.276218365970089,5.91353419055807,2.34842737354219,"i = 0.22","q = -0.87","l = 20.85"
4,0.371754691783748,7.85207277050699,1.93853857994892,"i = 0.22","q = -0.87","l = 20.85"
5,0.466333543710207,9.75558805915866,1.90351528865167,"i = 0.22","q = -0.87","l = 20.85"
6,0.564895577899637,11.7227592569146,1.96717119775594,"i = 0.22","q = -0.87","l = 20.85"
7,0.648824308556033,13.3845845901324,1.66182533321784,"i = 0.22","q = -0.87","l = 20.85"
8,0.759426989524949,15.5559048487151,2.17132025858269,"i = 0.22","q = -0.87","l = 20.85"
9,0.856168874486961,17.4377165333727,1.88181168465757,"i = 0.22","q = -0.87","l = 20.85"
10,0.960945056415055,19.4574976722405,2.01978113886782,"i = 0.22","q = -0.87","l = 20.85"
11,1.08005011622861,21.730370765483,2.2728730932425,"i = 0.22","q = -0.87","l = 20.85"
12,1.17419864238007,23.5095866415787,1.77921587609568,"i = 0.22","q = -0.87","l = 20.85"
13,1.29385437399983,25.7486484506758,2.23906180909716,"i = 0.22","q = -0.87","l = 20.85"
14,1.39838469778359,27.684350705661,1.93570225498521,"i = 0.22","q = -0.87","l = 20.85"
15,1.48144261373631,29.2089115550657,1.52456084940464,"i = 0.22","q = -0.87","l = 20.85"
16,1.58595637808792,31.1103002909009,1.90138873583519,"i = 0.22","q = -0.87","l = 20.85"
17,1.70122236439921,33.1853292987667,2.0750290078658,"i = 0.22","q = -0.87","l = 20.85"
18,1.82161920750729,35.3281160936664,2.14278679489971,"i = 0.22","q = -0.87","l = 20.85"
19,1.91955629702253,37.0526251679061,1.72450907423973,"i = 0.22","q = -0.87","l = 20.85"
20,2.04184085774824,39.1824961369155,2.12987096900934,"i = 0.22","q = -0.87","l = 20.85"
21,2.14935886584161,41.0337435960614,1.85124745914594,"i = 0.22","q = -0.87","l = 20.85"
22,2.28634621606216,43.3633448816482,2.3296012855868,"i = 0.22","q = -0.87","l = 20.85"
23,2.38868832024308,45.0825269707485,1.71918208910034,"i = 0.22","q = -0.87","l = 20.85"
24,2.50002559287659,46.9321795309423,1.84965256019377,"i = 0.22","q = -0.87","l = 20.85"
25,2.60051086049477,48.5830862697756,1.65090673883327,"i = 0.22","q = -0.87","l = 20.85"
26,2.75007552041755,51.0078987007187,2.42481243094311,"i = 0.22","q = -0.87","l = 20.85"
27,2.85700128092877,52.7176428084501,1.70974410773137,"i = 0.22","q = -0.87","l = 20.85"
28,2.96795894607773,54.4708890569437,1.75324624849365,"i = 0.22","q = -0.87","l = 20.85"
29,3.11741477476775,56.7986900751508,2.32780101820708,"i = 0.22","q = -0.87","l = 20.85"
30,3.26570116098624,59.0699839041492,2.27129382899843,"i = 0.22","q = -0.87","l = 20.85"
31,3.35382481191849,60.4016996242018,1.33171572005259,"i = 0.22","q = -0.87","l = 20.85"
32,3.52344061685091,62.9270004255225,2.52530080132068,"i = 0.22","q = -0.87","l = 20.85"
33,3.62670422840944,64.439986386437,1.5129859609145,"i = 0.22","q = -0.87","l = 20.85"
34,3.75319014351388,66.2680140001389,1.82802761370198,"i = 0.22","q = -0.87","l = 20.85"
35,3.93575954818043,68.857646372165,2.58963237202607,"i = 0.22","q = -0.87","l = 20.85"
36,4.04197208748742,70.3376020457448,1.47995567357981,"i = 0.22","q = -0.87","l = 20.85"
37,4.17742690270565,72.1966253256452,1.85902327990041,"i = 0.22","q = -0.87","l = 20.85"
38,4.31729138003727,74.0827701292389,1.88614480359361,"i = 0.22","q = -0.87","l = 20.85"
39,4.45745586153946,75.9389184411991,1.85614831196025,"i = 0.22","q = -0.87","l = 20.85"
40,4.60864259504544,77.9028266502815,1.96390820908243,"i = 0.22","q = -0.87","l = 20.85"
41,4.77013212578524,79.9567735449484,2.05394689466684,"i = 0.22","q = -0.87","l = 20.85"
42,4.95769992208982,82.2856189337341,2.32884538878569,"i = 0.22","q = -0.87","l = 20.85"
43,5.11214099940722,84.1573505830721,1.87173164933802,"i = 0.22","q = -0.87","l = 20.85"
44,5.25802903407853,85.887423676312,1.73007309323988,"i = 0.22","q = -0.87","l = 20.85"
45,5.45272820055193,88.1388301806643,2.25140650435233,"i = 0.22","q = -0.87","l = 20.85"
46,5.62368960952734,90.0615256155668,1.92269543490254,"i = 0.22","q = -0.87","l = 20.85"
47,5.8181921631995,92.1873215782924,2.12579596272552,"i = 0.22","q = -0.87","l = 20.85"
48,5.99606777959863,94.0739467892413,1.88662521094896,"i = 0.22","q = -0.87","l = 20.85"
49,6.20609557480225,96.2309312570259,2.15698446778461,"i = 0.22","q = -0.87","l = 20.85"
50,6.36312401374386,97.7936220655091,1.56269080848315,"i = 0.22","q = -0.87","l = 20.85"
51,6.57560658637917,99.8400756449859,2.04645357947679,"i = 0.22","q = -0.87","l = 20.85"
52,6.79430784200505,101.864634185716,2.02455854073047,"i = 0.22","q = -0.87","l = 20.85"
53,6.98048247186486,103.522711530665,1.65807734494911,"i = 0.22","q = -0.87","l = 20.85"
54,7.25908241629948,105.891626484433,2.36891495376707,"i = 0.22","q = -0.87","l = 20.85"
55,7.47221297191906,107.612963002194,1.7213365177612,"i = 0.22","q = -0.87","l = 20.85"
1,0.0292294854202676,2.15352249367044,2.15352249367044,"i = 0.22","q = -0.87","l = 66.19"
2,0.0569915363587889,3.9888920959434,1.83536960227296,"i = 0.22","q = -0.87","l = 66.19"
3,0.0847765454366874,5.82444088528509,1.83554878934168,"i = 0.22","q = -0.87","l = 66.19"
4,0.109669895444036,7.46782193268175,1.64338104739667,"i = 0.22","q = -0.87","l = 66.19"
5,0.144167082923362,9.74344130833972,2.27561937565797,"i = 0.22","q = -0.87","l = 66.19"
6,0.173001416816144,11.6439246882986,1.90048337995887,"i = 0.22","q = -0.87","l = 66.19"
7,0.209868944674132,14.0717784799646,2.42785379166596,"i = 0.22","q = -0.87","l = 66.19"
8,0.232882710242926,15.5861190297174,1.5143405497528,"i = 0.22","q = -0.87","l = 66.19"
9,0.258086907406911,17.2435392449969,1.65742021527954,"i = 0.22","q = -0.87","l = 66.19"
10,0.29271213380625,19.5186866952826,2.27514745028571,"i = 0.22","q = -0.87","l = 66.19"
11,0.323424855717291,21.5350116373189,2.01632494203628,"i = 0.22","q = -0.87","l = 66.19"
12,0.357324593947139,23.7586680875297,2.22365645021081,"i = 0.22","q = -0.87","l = 66.19"
13,0.387246749806176,25.7197583547639,1.96109026723423,"i = 0.22","q = -0.87","l = 66.19"
14,0.410135973442678,27.2188636639455,1.4991053091816,"i = 0.22","q = -0.87","l = 66.19"
15,0.444142276632871,29.4443921648347,2.22552850088917,"i = 0.22","q = -0.87","l = 66.19"
16,0.469889900514882,31.1281004186437,1.683708253809,"i = 0.22","q = -0.87","l = 66.19"
17,0.501266423146892,33.1783433738801,2.05024295523644,"i = 0.22","q = -0.87","l = 66.19"
18,0.537102131355144,35.5178748513731,2.33953147749298,"i = 0.22","q = -0.87","l = 66.19"
19,0.560261503856692,37.0286477163116,1.51077286493846,"i = 0.22","q = -0.87","l = 66.19"
20,0.59517049534151,39.3041342234933,2.27548650718176,"i = 0.22","q = -0.87","l = 66.19"
21,0.61903585757995,40.8585429491599,1.55440872566656,"i = 0.22","q = -0.87","l = 66.19"
22,0.649380592718761,42.8335421675928,1.97499921843291,"i = 0.22","q = -0.87","l = 66.19"
23,0.681899037640836,44.948245180343,2.11470301275023,"i = 0.22","q = -0.87","l = 66.19"
24,0.712140703874035,46.9132411390817,1.96499595873871,"i = 0.22","q = -0.87","l = 66.19"
25,0.739780499553454,48.7077892415115,1.79454810242981,"i = 0.22","q = -0.87","l = 66.19"
26,0.772737979676659,50.8458624752116,2.1380732337001,"i = 0.22","q = -0.87","l = 66.19"
27,0.807076212560312,53.0715060259361,2.22564355072448,"i = 0.22","q = -0.87","l = 66.19"
28,0.838708698169445,55.1199657734897,2.04845974755354,"i = 0.22","q = -0.87","l = 66.19"
29,0.869606745845613,57.1191890000115,1.99922322652184,"i = 0.22","q = -0.87","l = 66.19"
30,0.895413952310209,58.7877458720578,1.6685568720463,"i = 0.22","q = -0.87","l = 66.19"
31,0.924434509770546,60.6626809364097,1.87493506435187,"i = 0.22","q = -0.87","l = 66.19"
32,0.95264949536045,62.4841696838097,1.82148874739998,"i = 0.22","q = -0.87","l = 66.19"
33,0.981691461986384,64.3576040357798,1.87343435197019,"i = 0.22","q = -0.87","l = 66.19"
34,1.01814798004275,66.7072640233363,2.34965998755649,"i = 0.22","q = -0.87","l = 66.19"
35,1.04496722595391,68.4343200944415,1.72705607110515,"i = 0.22","q = -0.87","l = 66.19"
36,1.07359889888958,70.27671248604,1.84239239159854,"i = 0.22","q = -0.87","l = 66.19"
37,1.10732881602309,72.4453426083204,2.16863012228042,"i = 0.22","q = -0.87","l = 66.19"
38,1.13227253176654,74.0478036547002,1.60246104637973,"i = 0.22","q = -0.87","l = 66.19"
39,1.17006801652876,76.4738452577781,2.42604160307789,"i = 0.22","q = -0.87","l = 66.19"
40,1.19681473664733,78.1891842009305,1.71533894315245,"i = 0.22","q = -0.87","l = 66.19"
41,1.22924399336922,80.2672950614596,2.07811086052908,"i = 0.22","q = -0.87","l = 66.19"
42,1.2536728066583,81.8315219509942,1.56422688953461,"i = 0.22","q = -0.87","l = 66.19"
43,1.29383839929905,84.4011567911648,2.56963484017061,"i = 0.22","q = -0.87","l = 66.19"
44,1.32252696341016,86.2348237709645,1.83366697979972,"i = 0.22","q = -0.87","l = 66.19"
45,1.35010841172585,87.9963819213982,1.76155815043369,"i = 0.22","q = -0.87","l = 66.19"
46,1.37625736098847,89.6652313670064,1.66884944560817,"i = 0.22","q = -0.87","l = 66.19"
47,1.40989481057744,91.8102594106553,2.14502804364892,"i = 0.22","q = -0.87","l = 66.19"
48,1.44560902357232,94.0855724738994,2.27531306324408,"i = 0.22","q = -0.87","l = 66.19"
49,1.47165514895478,95.7435471761298,1.65797470223039,"i = 0.22","q = -0.87","l = 66.19"
50,1.50560831298869,97.9030801678694,2.15953299173967,"i = 0.22","q = -0.87","l = 66.19"
51,1.53083996798813,99.5066012896086,1.60352112173916,"i = 0.22","q = -0.87","l = 66.19"
52,1.56795600520481,101.863391138654,2.35678984904543,"i = 0.22","q = -0.87","l = 66.19"
53,1.60029612197381,103.914971962248,2.05158082359353,"i = 0.22","q = -0.87","l = 66.19"
54,1.6263356740296,105.565541327876,1.65056936562874,"i = 0.22","q = -0.87","l = 66.19"
55,1.65806253371873,107.575022555115,2.0094812272384,"i = 0.22","q = -0.87","l = 66.19"
1,0.0678958314032153,1.63215550321967,1.63215550321967,"i = 0.22","q = -0.73","l = 20.85"
2,0.178955957377447,3.92801070643352,2.29585520321385,"i = 0.22","q = -0.73","l = 20.85"
3,0.276131037255539,5.92200033633614,1.99398962990262,"i = 0.22","q = -0.73","l = 20.85"
4,0.375378940285175,7.94423491066779,2.02223457433165,"i = 0.22","q = -0.73","l = 20.85"
5,0.472676384119629,9.91271133546125,1.96847642479346,"i = 0.22","q = -0.73","l = 20.85"
6,0.559303295282505,11.6536286453273,1.74091730986603,"i = 0.22","q = -0.73","l = 20.85"
7,0.672729870754608,13.916499908642,2.26287126331471,"i = 0.22","q = -0.73","l = 20.85"
8,0.765952633452573,15.7621833491417,1.84568344049969,"i = 0.22","q = -0.73","l = 20.85"
9,0.87207538316182,17.847763377911,2.0855800287693,"i = 0.22","q = -0.73","l = 20.85"
10,0.944299549182404,19.2577095835444,1.40994620563344,"i = 0.22","q = -0.73","l = 20.85"
11,1.07946099511185,21.8757603241187,2.61805074057423,"i = 0.22","q = -0.73","l = 20.85"
12,1.16274556174247,23.4756314489662,1.59987112484754,"i = 0.22","q = -0.73","l = 20.85"
13,1.26443783408686,25.4153217455777,1.93969029661149,"i = 0.22","q = -0.73","l = 20.85"
14,1.35387955542883,27.108813626256,1.69349188067832,"i = 0.22","q = -0.73","l = 20.85"
15,1.46313171115774,29.1614861872801,2.05267256102406,"i = 0.22","q = -0.73","l = 20.85"
16,1.58277028793158,31.3892318050094,2.22774561772936,"i = 0.22","q = -0.73","l = 20.85"
17,1.70202252781966,33.5889032228555,2.19967141784609,"i = 0.22","q = -0.73","l = 20.85"
18,1.77473833125579,34.9199538764424,1.33105065358684,"i = 0.22","q = -0.73","l = 20.85"
19,1.91329335081628,37.4347251364457,2.5147712600033,"i = 0.22","q = -0.73","l = 20.85"
20,1.98775434358673,38.7745653549904,1.33984021854469,"i = 0.22","q = -0.73","l = 20.85"
21,2.10162574537295,40.8078321881902,2.03326683319986,"i = 0.22","q = -0.73","l = 20.85"
22,2.23146807385129,43.1030793444831,2.29524715629287,"i = 0.22","q = -0.73","l = 20.85"
23,2.34950266685483,45.1681543735887,2.06507502910563,"i = 0.22","q = -0.73","l = 20.85"
24,2.446111061241,46.8431685966714,1.67501422308267,"i = 0.22","q = -0.73","l = 20.85"
25,2.56666770058185,48.914212890126,2.07104429345459,"i = 0.22","q = -0.73","l = 20.85"
26,2.68588543454949,50.9413045809296,2.02709169080362,"i = 0.22","q = -0.73","l = 20.85"
27,2.79935869072705,52.8513684873149,1.91006390638532,"i = 0.22","q = -0.73","l = 20.85"
28,2.90262613835405,54.5732358532812,1.7218673659663,"i = 0.22","q = -0.73","l = 20.85"
29,3.05205337812093,57.0370896530366,2.46385379975543,"i = 0.22","q = -0.73","l = 20.85"
30,3.14248531195923,58.5122920837363,1.4752024306997,"i = 0.22","q = -0.73","l = 20.85"
31,3.29106908805722,60.910086959424,2.39779487568767,"i = 0.22","q = -0.73","l = 20.85"
32,3.40604108190476,62.7432568359834,1.83316987655938,"i = 0.22","q = -0.73","l = 20.85"
33,3.50674321152249,64.3329822537564,1.58972541777299,"i = 0.22","q = -0.73","l = 20.85"
34,3.67154338529147,66.9025159445002,2.56953369074382,"i = 0.22","q = -0.73","l = 20.85"
35,3.78974437715778,68.7209660539268,1.81845010942659,"i = 0.22","q = -0.73","l = 20.85"
36,3.9257431492988,70.7878855737245,2.06691951979765,"i = 0.22","q = -0.73","l = 20.85"
37,4.0453233845457,72.5828744957903,1.79498892206581,"i = 0.22","q = -0.73","l = 20.85"
38,4.17170975813186,74.4572436831907,1.87436918740042,"i = 0.22","q = -0.73","l = 20.85"
39,4.28868268997653,76.1711427395515,1.7138990563608,"i = 0.22","q = -0.73","l = 20.85"
40,4.42692507434105,78.1708244408472,1.99968170129576,"i = 0.22","q = -0.73","l = 20.85"
41,4.56437067933193,80.1312078259027,1.96038338505544,"i = 0.22","q = -0.73","l = 20.85"
42,4.70639819422777,82.127850144791,1.99664231888832,"i = 0.22","q = -0.73","l = 20.85"
43,4.87179873277445,84.4158042351206,2.28795409032958,"i = 0.22","q = -0.73","l = 20.85"
44,4.98278083323389,85.9285164123997,1.51271217727914,"i = 0.22","q = -0.73","l = 20.85"
45,5.12538466128475,87.845735151109,1.91721873870932,"i = 0.22","q = -0.73","l = 20.85"
46,5.2662480879294,89.7102886248859,1.86455347377688,"i = 0.22","q = -0.73","l = 20.85"
47,5.44493304918413,92.0336206768827,2.32333205199681,"i = 0.22","q = -0.73","l = 20.85"
48,5.60637321581359,94.0924831675914,2.05886249070869,"i = 0.22","q = -0.73","l = 20.85"
49,5.72539920331358,95.5859656504892,1.49348248289779,"i = 0.22","q = -0.73","l = 20.85"
50,5.91300375431623,97.897776973477,2.31181132298777,"i = 0.22","q = -0.73","l = 20.85"
51,6.09813407418027,100.128522266983,2.23074529350617,"i = 0.22","q = -0.73","l = 20.85"
52,6.22561211435696,101.635372547762,1.50685028077915,"i = 0.22","q = -0.73","l = 20.85"
53,6.39229479766,103.569702667596,1.93433011983403,"i = 0.22","q = -0.73","l = 20.85"
54,6.5667847548473,105.551001987887,1.98129932029055,"i = 0.22","q = -0.73","l = 20.85"
55,6.72164112300563,107.271984485043,1.72098249715634,"i = 0.22","q = -0.73","l = 20.85"
1,0.0298392948176202,2.19397144168497,2.19397144168497,"i = 0.22","q = -0.73","l = 66.19"
2,0.0610385897629447,4.25683473875509,2.06286329707012,"i = 0.22","q = -0.73","l = 66.19"
3,0.0830878014274678,5.71384398264455,1.45700924388946,"i = 0.22","q = -0.73","l = 66.19"
4,0.111762307043224,7.60758579700711,1.89374181436256,"i = 0.22","q = -0.73","l = 66.19"
5,0.139692503848744,9.45101267326962,1.84342687626251,"i = 0.22","q = -0.73","l = 66.19"
6,0.169152357817413,11.3941595843177,1.94314691104808,"i = 0.22","q = -0.73","l = 66.19"
7,0.209775633866954,14.0715496185991,2.67739003428139,"i = 0.22","q = -0.73","l = 66.19"
8,0.232912979634544,15.5953994865714,1.52384986797229,"i = 0.22","q = -0.73","l = 66.19"
9,0.266521741881175,17.8075099801817,2.21211049361036,"i = 0.22","q = -0.73","l = 66.19"
10,0.290157378103703,19.3622030488749,1.55469306869314,"i = 0.22","q = -0.73","l = 66.19"
11,0.321729731210493,21.4376759558599,2.07547290698506,"i = 0.22","q = -0.73","l = 66.19"
12,0.357249173684775,23.770872161011,2.33319620515102,"i = 0.22","q = -0.73","l = 66.19"
13,0.387956145655291,25.786456943409,2.01558478239805,"i = 0.22","q = -0.73","l = 66.19"
14,0.41459268473567,27.5337417498624,1.74728480645337,"i = 0.22","q = -0.73","l = 66.19"
15,0.441647446675122,29.3073961614267,1.77365441156433,"i = 0.22","q = -0.73","l = 66.19"
16,0.473388793806229,31.3869255616978,2.07952940027111,"i = 0.22","q = -0.73","l = 66.19"
17,0.497669545390737,32.9766782135129,1.58975265181505,"i = 0.22","q = -0.73","l = 66.19"
18,0.535548589877951,35.4550367782145,2.4783585647016,"i = 0.22","q = -0.73","l = 66.19"
19,0.562602788988483,37.2238573682362,1.76882059002177,"i = 0.22","q = -0.73","l = 66.19"
20,0.592130450408027,39.1531699279179,1.9293125596817,"i = 0.22","q = -0.73","l = 66.19"
21,0.620138167644871,40.981989518435,1.82881959051706,"i = 0.22","q = -0.73","l = 66.19"
22,0.649981599001299,42.9294102982264,1.9474207797914,"i = 0.22","q = -0.73","l = 66.19"
23,0.682598965326518,45.0563498219296,2.12693952370316,"i = 0.22","q = -0.73","l = 66.19"
24,0.70723266464597,46.6616502720485,1.60530045011895,"i = 0.22","q = -0.73","l = 66.19"
25,0.743716345338468,49.0375423004834,2.37589202843487,"i = 0.22","q = -0.73","l = 66.19"
26,0.775046766876323,51.076286285703,2.0387439852196,"i = 0.22","q = -0.73","l = 66.19"
27,0.7975523083829,52.5398865938705,1.46360030816751,"i = 0.22","q = -0.73","l = 66.19"
28,0.834450427598696,54.9378712305281,2.39798463665761,"i = 0.22","q = -0.73","l = 66.19"
29,0.860915901720453,56.6566159731924,1.71874474266425,"i = 0.22","q = -0.73","l = 66.19"
30,0.887672187788135,58.3932031606155,1.73658718742312,"i = 0.22","q = -0.73","l = 66.19"
31,0.924633134660223,60.7903864593809,2.39718329876543,"i = 0.22","q = -0.73","l = 66.19"
32,0.954628253903525,62.7343137086269,1.94392724924602,"i = 0.22","q = -0.73","l = 66.19"
33,0.986264896619606,64.7831958914623,2.04888218283535,"i = 0.22","q = -0.73","l = 66.19"
34,1.01696635706394,66.7701101511407,1.98691425967843,"i = 0.22","q = -0.73","l = 66.19"
35,1.04350939270647,68.4867889007977,1.71667874965698,"i = 0.22","q = -0.73","l = 66.19"
36,1.07602066945298,70.5880582184756,2.10126931767793,"i = 0.22","q = -0.73","l = 66.19"
37,1.10071441082974,72.1830291109001,1.59497089242444,"i = 0.22","q = -0.73","l = 66.19"
38,1.13833711567917,74.6113644708988,2.42833535999871,"i = 0.22","q = -0.73","l = 66.19"
39,1.16594489272145,76.3919722652998,1.78060779440099,"i = 0.22","q = -0.73","l = 66.19"
40,1.19725838943424,78.4102340761564,2.01826181085661,"i = 0.22","q = -0.73","l = 66.19"
41,1.22209977286696,80.0103236471934,1.60008957103707,"i = 0.22","q = -0.73","l = 66.19"
42,1.25254116891526,81.9698892053278,1.95956555813433,"i = 0.22","q = -0.73","l = 66.19"
43,1.28999074142646,84.3787197530971,2.4088305477693,"i = 0.22","q = -0.73","l = 66.19"
44,1.31926661254003,86.2603698959146,1.88165014281751,"i = 0.22","q = -0.73","l = 66.19"
45,1.35005326805456,88.2377674832779,1.97739758736336,"i = 0.22","q = -0.73","l = 66.19"
46,1.37689570494437,89.9606978634106,1.72293038013271,"i = 0.22","q = -0.73","l = 66.19"
47,1.40359606419262,91.6734609045276,1.71276304111699,"i = 0.22","q = -0.73","l = 66.19"
48,1.43852640217618,93.912579172234,2.23911826770635,"i = 0.22","q = -0.73","l = 66.19"
49,1.46620900916865,95.6858301286657,1.7732509564317,"i = 0.22","q = -0.73","l = 66.19"
50,1.49503027908166,97.5308262355033,1.84499610683763,"i = 0.22","q = -0.73","l = 66.19"
51,1.52817384602776,99.6510092861719,2.12018305066856,"i = 0.22","q = -0.73","l = 66.19"
52,1.56563296303271,102.045318218278,2.39430893210574,"i = 0.22","q = -0.73","l = 66.19"
53,1.59325632972208,103.809628736835,1.76431051855789,"i = 0.22","q = -0.73","l = 66.19"
54,1.62467082162858,105.814719904159,2.00509116732397,"i = 0.22","q = -0.73","l = 66.19"
