"model","initial_nBites","initial_Emax","nBites","Emax","nSim","initial_theta","theta","initial_r","r","min_n2ll","u95CI_theta","u95CI_theta_n2ll","u95CI_theta_chisq","u95CI_theta_chisq.p","l95CI_theta","l95CI_theta_n2ll","l95CI_theta_chisq","l95CI_theta_chisq.p","u95CI_r","u95CI_r_n2ll","u95CI_r_chisq","u95CI_r_chisq.p","l95CI_r","l95CI_r_n2ll","l95CI_r_chisq","l95CI_r_chisq.p","r_CIfit","theta_CIfit"
"FPM_Time",30,600,34,600,125,30,29.906487026959,0.17,0.171777644580764,83.3538121447938,30.5365037705175,87.2006788220752,3.84686667728147,0.049839015062984,29.4593549121094,87.2006788220752,3.84686667728147,0.049839015062984,0.168773190427814,87.1951115349037,3.8412993901099,0.0500047543729301,0.167816526911412,87.1951115349037,3.8412993901099,0.0500047543729301,"N","Y"
"FPM_Time",30,600,23,600,126,30,29.6519283600471,0.17,0.173157948183632,56.3864022865007,30.5565251175729,60.2350927754913,3.84869048899052,0.0497848460962306,29.4398523863471,60.2350927754913,3.84869048899052,0.0497848460962306,0.172398422825807,60.2276783881767,3.84127610167597,0.0500054488963487,0.167123411597455,60.2276783881767,3.84127610167597,0.0500054488963487,"Y","Y"
"FPM_Time",30,600,38,600,127,30,29.8834574660886,0.17,0.169750413067245,93.1601459288264,30.5181141686037,97.0057701475903,3.84562421876383,0.049875952936588,29.4656585167808,97.0057701475903,3.84562421876383,0.049875952936588,0.17384796769334,97.001153738882,3.84100781005557,0.050013450805535,0.173542531933175,97.001153738882,3.84100781005557,0.050013450805535,"N","Y"
"FPM_Time",30,600,30,600,128,30,29.9033958610189,0.17,0.171794519751248,73.5474811711205,30.5440541662702,77.3939500269378,3.84646885581728,0.0498508390146851,29.452131148676,77.3939500269378,3.84646885581728,0.0498508390146851,0.168912662333406,77.3896079226413,3.84212675152078,0.0499800868536842,0.167958215572461,77.3896079226413,3.84212675152078,0.0499800868536842,"N","Y"
"FPM_Time",30,600,19,600,129,30,30.2190306771019,0.17,0.168079808620273,46.5800724347707,30.4956498083312,50.429651775312,3.84957934054128,0.049758468894986,29.3783706001692,50.429651775312,3.84957934054128,0.049758468894986,0.174937073139742,50.4197265429042,3.8396541081335,0.0500538461696252,0.174936293901855,50.4197265429042,3.8396541081335,0.0500538461696252,"N","Y"
"FPM_Time",30,600,27,600,130,30,29.6896800560565,0.17,0.173889058732519,68.6689321220473,29.9440449613245,72.5239900397191,3.85505791767181,0.049596214444541,29.4369766740343,72.5239900397191,3.85505791767181,0.049596214444541,0.175231268645724,72.50924477636,3.84031265431267,0.050034190409901,0.172051167089959,72.50924477636,3.84031265431267,0.050034190409901,"N","N"
"FPM_Time",30,600,32,600,131,30,29.7337185697893,0.17,0.172847929393134,78.4506493514528,30.090455696281,82.3011169910403,3.85046763958756,0.0497321228396473,29.4145021271387,82.3011169910403,3.85046763958756,0.0497321228396473,0.175617477278603,82.2906586654622,3.84000931400942,0.0500432432553297,0.175074242573387,82.2906586654622,3.84000931400942,0.0500432432553297,"N","Y"
"FPM_Time",30,600,37,600,132,30,30.1476518865275,0.17,0.169795302179304,90.7085601980891,30.2638616784848,94.5565790192727,3.84801882118356,0.0498047880388587,29.3791214720315,94.5565790192727,3.84801882118356,0.0498047880388587,0.17250779200376,94.5484687712357,3.83990857314657,0.0500462501343281,0.172005837849228,94.5484687712357,3.83990857314657,0.0500462501343281,"N","Y"
"FPM_Time",30,600,31,600,133,30,29.7274049700087,0.17,0.172794547914442,75.999072698776,30.3799134773259,79.8349770732313,3.83590437445528,0.0501659208297774,29.6186679945252,79.8349770732313,3.83590437445528,0.0501659208297774,0.17148968405567,79.8380743590408,3.83900166026483,0.0500733279582602,0.171191086371505,79.8380743590408,3.83900166026483,0.0500733279582602,"N","Y"
"FPM_Time",30,600,33,600,134,30,29.9364651934874,0.17,0.170718566834698,80.9022397008531,30.2573059471094,84.735551469727,3.83331176887398,0.0502435654760877,29.5986875827373,84.735551469727,3.83331176887398,0.0502435654760877,0.172060864529574,84.7440012874066,3.84176158655357,0.0499909725464296,0.170182228233685,84.7440012874066,3.84176158655357,0.0499909725464296,"N","Y"
"FPM_Time",30,600,25,600,135,30,29.6607016838139,0.17,0.173120024874347,61.2895714254077,30.551201018921,65.1373361878551,3.84776476244735,0.0498123332898028,29.445121533968,65.1373361878551,3.84776476244735,0.0498123332898028,0.172826405177358,65.1311649842868,3.84159355887905,0.0499959823504995,0.168774263454113,65.1311649842868,3.84159355887905,0.0499959823504995,"Y","Y"
"FPM_Time",30,600,33,600,136,30,29.9029508363339,0.17,0.17179940252426,80.9022292937694,30.5386827665296,84.7497630032859,3.84753370951651,0.049819196343479,29.4570114758149,84.7497630032859,3.84753370951651,0.049819196343479,0.170151744082721,84.743587705375,3.84135841160555,0.0500029942396388,0.16807772827267,84.743587705375,3.84135841160555,0.0500029942396388,"Y","Y"
"FPM_Time",30,600,27,600,137,30,29.609327673288,0.17,0.173477955586316,66.1927337342643,30.1912731633218,70.043808507997,3.85107477373269,0.0497141243307972,29.385730695909,70.043808507997,3.85107477373269,0.0497141243307972,0.175302234269662,70.0334800433946,3.84074630913032,0.0500212514814777,0.173247942670793,70.0334800433946,3.84074630913032,0.0500212514814777,"N","Y"
"FPM_Time",30,600,27,600,138,30,29.5822965119335,0.17,0.174398359850975,66.1927371561952,30.1663883901333,70.0436010084155,3.8508638522203,0.0497203763247985,29.3908479460739,70.0436010084155,3.8508638522203,0.0497203763247985,0.175439801493409,70.0377703797961,3.84503322360086,0.0498935331740403,0.173057085838284,70.0377703797961,3.84503322360086,0.0498935331740403,"N","Y"
"FPM_Time",30,600,38,600,139,30,30.0917919601148,0.17,0.170533594527838,93.1601428379161,30.3741652143528,96.9406319471537,3.78048910923755,0.0518535011019481,29.7351502407632,96.9406319471537,3.78048910923755,0.0518535011019481,0.16734196071379,96.9997403656411,3.839597527725,0.0500555353169908,0.167341865086816,96.9997403656411,3.839597527725,0.0500555353169908,"N","Y"
"FPM_Time",30,600,21,600,140,30,29.7274835057366,0.17,0.173629865676932,51.4832368121142,30.2327068912286,55.334841280013,3.85160446789881,0.0496984271530366,29.3777856931585,55.334841280013,3.85160446789881,0.0496984271530366,0.174277328199315,55.3245116422815,3.84127483016739,0.0500054868164307,0.170089959376811,55.3245116422815,3.84127483016739,0.0500054868164307,"N","Y"
"FPM_Time",30,600,24,600,141,30,29.7221535252693,0.17,0.173485971718571,59.2461714600608,30.0179162640819,63.1010290742335,3.85485761417276,0.0496021368119582,29.4285906539875,63.1010290742335,3.85485761417276,0.0496021368119582,0.174989655785599,63.0868151733158,3.84064371325506,0.0500243123081071,0.172131713122009,63.0868151733158,3.84064371325506,0.0500243123081071,"N","Y"
"FPM_Time",30,600,36,600,142,30,29.6900790784255,0.17,0.173537563002708,88.2569778199578,30.2705093156654,92.095051255773,3.83807343581526,0.0501010581161088,29.589993154098,92.095051255773,3.83807343581526,0.0501010581161088,0.168909008403646,92.0963415965803,3.83936377662251,0.0500625143437281,0.168580783608723,92.0963415965803,3.83936377662251,0.0500625143437281,"N","Y"
"FPM_Time",30,600,27,600,143,30,29.7267572327452,0.17,0.173433954979255,66.4406073135071,30.0170131946967,70.2950303456598,3.85442303215265,0.0496149886540408,29.4377965790409,70.2950303456598,3.85442303215265,0.0496149886540408,0.174863646480948,70.2834220187443,3.8428147052372,0.0499595855211671,0.173137665581114,70.2834220187443,3.8428147052372,0.0499595855211671,"N","Y"
"FPM_Time",30,600,34,600,144,30,29.644615097753,0.17,0.173190856877877,83.3538127961756,30.5369851653593,87.2001175110225,3.84630471484684,0.0498557184358739,29.4589197933232,87.2001175110225,3.84630471484684,0.0498557184358739,0.17002275103488,87.1943793482021,3.8405665520265,0.0500266144525161,0.167758767225544,87.1943793482021,3.8405665520265,0.0500266144525161,"Y","Y"
"FPM_Time",30,600,34,600,145,30,29.9316633892045,0.17,0.171612264227291,83.3538148993899,30.5356592227593,87.1881995049756,3.8343846055857,0.0502114202348569,29.6126459099369,87.1881995049756,3.8343846055857,0.0502114202348569,0.168478045132569,87.1949661981676,3.84115129877773,0.0500091710264173,0.167995297446515,87.1949661981676,3.84115129877773,0.0500091710264173,"N","Y"
"FPM_Time",30,600,27,600,146,30,29.8982085067238,0.17,0.171829504901319,66.1927334719536,30.5525260168286,70.0407520128914,3.84801854093777,0.0498047963611693,29.4436252049271,70.0407520128914,3.84801854093777,0.0498047963611693,0.171156712310492,70.0344124449462,3.84167897299264,0.0499934356324464,0.167948482872646,70.0344124449462,3.84167897299264,0.0499934356324464,"Y","Y"
"FPM_Time",30,600,29,600,147,30,29.6551300949604,0.17,0.173675024997363,71.0958988937466,30.4527499975149,74.943287214305,3.84738832055845,0.0498235153994493,29.3956751966395,74.943287214305,3.84738832055845,0.0498235153994493,0.167947697613002,74.9370001883679,3.84110129462137,0.0500106624358972,0.167147831440742,74.9370001883679,3.84110129462137,0.0500106624358972,"N","Y"
"FPM_Time",30,600,27,600,148,30,29.8834574660886,0.17,0.169750413067245,66.1927334355644,30.3371983233005,70.0287160021176,3.83598256655311,0.0501635810645056,29.6175915504979,70.0287160021176,3.83598256655311,0.0501635810645056,0.171614252932012,70.032090088616,3.83935665305152,0.050062727045895,0.171500850221148,70.032090088616,3.83935665305152,0.050062727045895,"N","Y"
"FPM_Time",30,600,27,600,149,30,29.6257899793,0.17,0.174661479352858,75.6698632386917,29.8681599976669,79.5252993049095,3.85543606621775,0.0495850357741555,29.3852664918362,79.5252993049095,3.85543606621775,0.0495850357741555,0.175986250690959,79.510967092101,3.84110385340924,0.0500105861170906,0.173060158601039,79.510967092101,3.84110385340924,0.0500105861170906,"N","N"
"FPM_Time",30,600,25,600,150,30,29.8762327309532,0.17,0.169799855745817,61.2895686824376,30.3009942354466,65.1255081415094,3.83593945907179,0.0501648709681565,29.6197113498527,65.1255081415094,3.83593945907179,0.0501648709681565,0.172250744596689,65.1286281782024,3.83905949576477,0.0500716006936444,0.171493196937091,65.1286281782024,3.83905949576477,0.0500716006936444,"N","Y"
"FPM_Time",30,600,30,600,151,30,30.3655878436772,0.17,0.167581215965602,73.5474817843921,30.4763822915616,77.394273797548,3.84679201315588,0.0498412339858738,29.4103762956763,77.394273797548,3.84679201315588,0.0498412339858738,0.173883361623129,77.3895090743085,3.84202728991639,0.0499830515899676,0.170548464643804,77.3895090743085,3.84202728991639,0.0499830515899676,"N","Y"
"FPM_Time",30,600,26,600,152,30,29.6684106182144,0.17,0.173084179148132,63.7411674597142,30.3702537893844,67.5776794524137,3.83651199269955,0.0501477419227867,29.6225026899325,67.5776794524137,3.83651199269955,0.0501477419227867,0.171002389193675,67.5774171835782,3.83624972386402,0.0501555877073377,0.168432767799366,67.5774171835782,3.83624972386402,0.0501555877073377,"Y","Y"
"FPM_Time",30,600,33,600,153,30,29.5575003111464,0.17,0.17334924921016,80.902230336065,30.5374064603415,84.7484259820532,3.84619564598827,0.0498589610065773,29.4584786493871,84.7484259820532,3.84619564598827,0.0498589610065773,0.169722825247468,84.7447612508574,3.84253091479246,0.0499680415281474,0.166414217886435,84.7447612508574,3.84253091479246,0.0499680415281474,"N","Y"
"FPM_Time",30,600,29,600,154,30,29.6451067139299,0.17,0.173188567528922,71.0958994798614,30.5433471637857,74.9428314660877,3.84693198622632,0.0498370742497438,29.4528590011488,74.9428314660877,3.84693198622632,0.0498370742497438,0.169267500004823,74.9371804115056,3.84128093164428,0.0500053048529311,0.167106138390592,74.9371804115056,3.84128093164428,0.0500053048529311,"N","Y"
"FPM_Time",30,600,29,600,155,30,30.0482735164242,0.17,0.171001128880278,71.0958984845104,30.3279591135082,74.9142296037635,3.81833111925309,0.0506947077735924,29.6020483368587,74.9142296037635,3.81833111925309,0.0506947077735924,0.167837025573201,74.9359762266117,3.84007774210133,0.0500412009457945,0.167837025573201,74.9359762266117,3.84007774210133,0.0500412009457945,"N","Y"
"FPM_Time",30,600,32,600,156,30,29.669166659728,0.17,0.17414548406768,82.9705932505632,29.8979305685661,86.8243407086713,3.8537474581081,0.0496349743091978,29.4414112397522,86.8243407086713,3.8537474581081,0.0496349743091978,0.174765474397424,86.8119851944147,3.84139194385151,0.0500019942734294,0.172731952971952,86.8119851944147,3.84139194385151,0.0500019942734294,"N","N"
"FPM_Time",30,600,29,600,157,30,29.57946840348,0.17,0.17336508351579,71.0958998754662,30.5432741386039,74.9434963065006,3.84759643103439,0.0498173332034373,29.4526656282788,74.9434963065006,3.84759643103439,0.0498173332034373,0.173743441793222,74.9379407868207,3.84204091135445,0.0499826455532452,0.172491012240723,74.9379407868207,3.84204091135445,0.0499826455532452,"N","Y"
"FPM_Time",30,600,27,600,158,30,29.8655717614385,0.17,0.169884033443193,66.1927332259969,30.3487905300902,70.0290603807649,3.83632715476803,0.0501532712232627,29.620830192004,70.0290603807649,3.83632715476803,0.0501532712232627,0.172300890540434,70.0294829102269,3.83674968422997,0.0501406324897915,0.170264242599485,70.0294829102269,3.83674968422997,0.0501406324897915,"N","Y"
"FPM_Time",30,600,27,600,159,30,29.6971891380593,0.17,0.17387470615055,66.1927331451393,30.1926600004413,70.0434819041685,3.85074875902919,0.049723788190246,29.3868051118107,70.0434819041685,3.85074875902919,0.049723788190246,0.172445541783318,70.034580802772,3.84184765763268,0.0499884065124532,0.171015308961172,70.034580802772,3.84184765763268,0.0499884065124532,"N","Y"
"FPM_Time",30,600,30,600,160,30,29.894644744371,0.17,0.171851502867107,73.5474813856971,30.3759817486496,77.3830883495551,3.83560696385803,0.0501748213886529,29.616679179264,77.3830883495551,3.83560696385803,0.0501748213886529,0.168629844631799,77.3861295737587,3.8386481880616,0.0500838858192605,0.167999655013439,77.3861295737587,3.8386481880616,0.0500838858192605,"N","Y"
"FPM_Time",30,600,30,600,161,30,29.8572218787544,0.17,0.172081447080228,73.547481794554,30.3718235805438,77.3552284328305,3.80774663827656,0.0510160398059355,30.1291654975837,77.3552284328305,3.80774663827656,0.0510160398059355,0.16744396045324,77.3863592265277,3.83887743197373,0.0500770382649536,0.16730824865828,77.3863592265277,3.83887743197373,0.0500770382649536,"N","N"
"FPM_Time",30,600,21,600,162,30,29.5963619850582,0.17,0.175073198172327,64.5602874393025,29.8780639092397,68.4188169660717,3.85852952676915,0.0494936880569135,29.3160060631098,68.4188169660717,3.85852952676915,0.0494936880569135,0.17714376336129,68.4005957702254,3.84030833092292,0.050034319424381,0.174267617184444,68.4005957702254,3.84030833092292,0.050034319424381,"N","N"
"FPM_Time",30,600,30,600,163,30,29.5546388219009,0.17,0.1733610833564,73.5474818593599,30.5455788541095,77.4029302660877,3.85544840672785,0.0495846710139658,29.4506122339274,77.4029302660877,3.85544840672785,0.0495846710139658,0.167385856791373,77.3883790074118,3.84089714805194,0.0500167517399434,0.166161327715451,77.3883790074118,3.84089714805194,0.0500167517399434,"N","Y"
"FPM_Time",30,600,32,600,164,30,29.5578261492469,0.17,0.17334863117603,78.4506474178268,30.5391113021178,82.3112933880334,3.86064597020658,0.049431293389139,29.4588259750178,82.3112933880334,3.86064597020658,0.049431293389139,0.167486417922675,82.2910304812121,3.84038306338533,0.0500320893788725,0.166117437775978,82.2910304812121,3.84038306338533,0.0500320893788725,"N","Y"
"FPM_Time",30,600,34,600,165,30,30.0282258363905,0.17,0.1711554607827,83.3538151155134,30.4902410403871,87.2019576663108,3.84814255079742,0.0498011138495023,29.4256218092113,87.2019576663108,3.84814255079742,0.0498011138495023,0.171238047221869,87.1960829443631,3.84226782884963,0.0499758819609386,0.168894612180238,87.1960829443631,3.84226782884963,0.0499758819609386,"Y","Y"
"FPM_Time",30,600,31,600,166,30,29.5783981732476,0.17,0.173368195324084,75.9990642117881,30.5394458618574,79.8462133068309,3.84714909504278,0.0498306229101222,29.4553659169002,79.8462133068309,3.84714909504278,0.0498306229101222,0.17383459119565,79.8402548840471,3.841190672259,0.0500079967174429,0.17168808184456,79.8402548840471,3.841190672259,0.0500079967174429,"N","Y"
"FPM_Time",30,600,45,600,167,30,29.7049871972812,0.17,0.173327292496904,110.321223900099,30.3982423053831,114.166555150292,3.84533125019396,0.0498846670070399,29.4256172157576,114.166555150292,3.84533125019396,0.0498846670070399,0.174532056877946,114.16181118533,3.84058728523135,0.0500259958558299,0.174390313429619,114.16181118533,3.84058728523135,0.0500259958558299,"N","Y"
"FPM_Time",30,600,36,600,168,30,29.906487026959,0.17,0.171777644580764,88.2569775740359,30.5350091539682,92.1031471037658,3.84616952972993,0.0498597374648758,29.4608465984105,92.1031471037658,3.84616952972993,0.0498597374648758,0.168427132246759,92.0991419325624,3.84216435852657,0.0499789659182206,0.167565952059833,92.0991419325624,3.84216435852657,0.0499789659182206,"N","Y"
"FPM_Time",30,600,23,600,169,30,29.5329771767187,0.17,0.175842566063427,76.4397981154264,29.815664391812,80.2988130871514,3.85901497172495,0.0494793693519767,29.2519338679008,80.2988130871514,3.85901497172495,0.0494793693519767,0.177899376719518,80.2851919544576,3.84539383903115,0.0498828052267168,0.174651643800766,80.2851919544576,3.84539383903115,0.0498828052267168,"N","N"
"FPM_Time",30,600,27,600,170,30,29.6823846926692,0.17,0.173751095373844,66.1927330948549,30.0654837834849,70.0455728024196,3.85283970756468,0.0496618418842126,29.4193816358229,70.0455728024196,3.85283970756468,0.0496618418842126,0.174904539122386,70.0352281291744,3.84249503431947,0.0499691107540302,0.171959090821752,70.0352281291744,3.84249503431947,0.0499691107540302,"N","Y"
"FPM_Time",30,600,22,600,171,30,29.8755969237964,0.17,0.17198535613636,53.934822240032,30.5604115041073,57.784029700137,3.84920746010503,0.0497695028724785,29.436004826521,57.784029700137,3.84920746010503,0.0497695028724785,0.169151536604448,57.7755180370595,3.84069579702748,0.0500227584256094,0.167073307667022,57.7755180370595,3.84069579702748,0.0500227584256094,"N","Y"
"FPM_Time",30,600,41,600,172,30,29.5561170896901,0.17,0.17334722820306,100.514892653624,30.5272363003557,104.377295319344,3.86240266572018,0.0493795675144461,29.5155798200522,104.377295319344,3.86240266572018,0.0493795675144461,0.167199255290157,104.355531198801,3.84063854517704,0.0500244664968393,0.166528523109653,104.355531198801,3.84063854517704,0.0500244664968393,"N","Y"
"FPM_Time",30,600,28,600,173,30,29.6228618650091,0.17,0.174715583560854,78.5946239501088,29.8589786847767,82.4503847326212,3.85576078251245,0.0495754387697942,29.3874475953532,82.4503847326212,3.85576078251245,0.0495754387697942,0.176012088285008,82.4353040833197,3.84068013321095,0.0500232257391297,0.173378225114866,82.4353040833197,3.84068013321095,0.0500232257391297,"N","N"
"FPM_Time",30,600,27,600,174,30,30.020283291052,0.17,0.170141383268092,66.1927332774996,30.0548920955356,70.022388921352,3.8296556438524,0.050353276836719,29.6031047168485,70.022388921352,3.8296556438524,0.050353276836719,0.173276499657267,70.0308830399162,3.83814976241659,0.0500987772917265,0.170886175354696,70.0308830399162,3.83814976241659,0.0500987772917265,"N","Y"
"FPM_Time",30,600,30,600,175,30,29.9051362905923,0.17,0.171783825440071,73.5474849460725,30.546435729544,77.3951864158805,3.84770146980802,0.0498142131959654,29.4497335070165,77.3951864158805,3.84770146980802,0.0498142131959654,0.169880147966617,77.3889778798959,3.84149293382339,0.0499989827758023,0.166955297982089,77.3889778798959,3.84149293382339,0.0499989827758023,"N","Y"
"FPM_Time",30,600,37,600,176,30,29.5556751840521,0.17,0.173346486542603,90.7085625558031,30.5324986382034,94.5543022546236,3.84573969882051,0.0498725185344571,29.4633547495782,94.5543022546236,3.84573969882051,0.0498725185344571,0.168700875385518,94.5500954910916,3.84153293528858,0.0499977899943413,0.16695989843265,94.5500954910916,3.84153293528858,0.0499977899943413,"N","Y"
"FPM_Time",30,600,28,600,177,30,29.6090690284964,0.17,0.173313957705251,68.6443175822812,30.3764596255297,72.480096573873,3.83577899159187,0.0501696729390202,29.6162152670039,72.480096573873,3.83577899159187,0.0501696729390202,0.171549159234187,72.4823410146702,3.83802343238904,0.0501025523995206,0.170982561791739,72.4823410146702,3.83802343238904,0.0501025523995206,"N","Y"
"FPM_Time",30,600,30,600,178,30,29.6612299585731,0.17,0.174256895018183,79.8101024001529,29.8908659149083,83.6642162256992,3.85411382554629,0.0496241349257069,29.4324369479387,83.6642162256992,3.85411382554629,0.0496241349257069,0.173806804065292,83.6505974393971,3.84049503924425,0.0500287481726182,0.17255945469173,83.6505974393971,3.84049503924425,0.0500287481726182,"N","N"
"FPM_Time",30,600,39,600,179,30,29.5492944233048,0.17,0.173295621376057,95.6117256806926,30.5298623928274,99.4587569596712,3.84703127897856,0.0498341236784637,29.4719686079342,99.4587569596712,3.84703127897856,0.0498341236784637,0.169126500663807,99.4531131179596,3.84138743726695,0.0500021286632067,0.167616678668093,99.4531131179596,3.84138743726695,0.0500021286632067,"N","Y"
"FPM_Time",30,600,26,600,180,30,29.5564483343492,0.17,0.173341676153879,63.7411572455202,30.5503946609875,67.5895948837617,3.84843763824155,0.0497923522919218,29.4456528696179,67.5895948837617,3.84843763824155,0.0497923522919218,0.169722478201139,67.5813001019019,3.84014285638179,0.0500392576222797,0.166363957798016,67.5813001019019,3.84014285638179,0.0500392576222797,"N","Y"
"FPM_Time",30,600,30,600,181,30,29.7603697872754,0.17,0.173280178082616,73.5474812353976,30.3878537630685,77.394438727149,3.8469574917514,0.0498363163130652,29.3814123486685,77.394438727149,3.8469574917514,0.0498363163130652,0.173055232802941,77.3892414854365,3.84176025003887,0.0499910123929914,0.170539238364028,77.3892414854365,3.84176025003887,0.0499910123929914,"N","Y"
"FPM_Time",30,600,24,600,182,30,29.7151558184883,0.17,0.173573890336065,60.1022434658968,29.9936628699807,63.9584768351034,3.85623336920661,0.0495614749548967,29.43868784296,63.9584768351034,3.85623336920661,0.0495614749548967,0.173913658085203,63.943346205592,3.84110273969523,0.0500106193348835,0.171677840353862,63.943346205592,3.84110273969523,0.0500106193348835,"N","N"
"FPM_Time",30,600,25,600,183,30,29.5532986407858,0.17,0.173586284596362,61.2895684689904,30.2999068075757,65.1394672302068,3.84989876121639,0.0497489935020162,29.366012984409,65.1394672302068,3.84989876121639,0.0497489935020162,0.171429838450577,65.1317207029956,3.8421522340052,0.0499793273055894,0.169575971404992,65.1317207029956,3.8421522340052,0.0499793273055894,"Y","Y"
"FPM_Time",30,600,31,600,184,30,29.9330911971705,0.17,0.171718955996102,75.99906400249,30.355103155881,79.8465107632015,3.84744676071156,0.0498217792758247,29.4354774052356,79.8465107632015,3.84744676071156,0.0498217792758247,0.170567969645789,79.839941527972,3.84087752548207,0.0500173370851654,0.167374724028087,79.839941527972,3.84087752548207,0.0500173370851654,"Y","Y"
"FPM_Time",30,600,14,600,185,30,29.3134418036598,0.17,0.178466461253591,65.6646498670243,29.8169175867041,69.5387319054031,3.87408203837889,0.0490371187136522,28.8161279891252,69.5387319054031,3.87408203837889,0.0490371187136522,0.182232176256301,69.5075950059232,3.84294513889897,0.0499556995410593,0.175962860940026,69.5075950059232,3.84294513889897,0.0499556995410593,"N","N"
"FPM_Time",30,600,19,600,186,30,29.9238612374986,0.17,0.172212556111208,46.5800740783495,30.0971668369641,50.4305712268084,3.85049714845895,0.0497312478891828,29.3523251203373,50.4305712268084,3.85049714845895,0.0497312478891828,0.174614408126663,50.4223526490251,3.8422785706756,0.0499755618098134,0.171748401192739,50.4223526490251,3.8422785706756,0.0499755618098134,"N","Y"
"FPM_Time",30,600,35,600,187,30,30.3801533460051,0.17,0.167909118994441,85.8053946996234,30.3208396562359,89.6522693057761,3.84687460615271,0.0498387794331411,29.4197716679853,89.6522693057761,3.84687460615271,0.0498387794331411,0.173989654265738,89.6470726478499,3.84167794822658,0.0499934661861891,0.173604878200688,89.6470726478499,3.84167794822658,0.0499934661861891,"N","Y"
"FPM_Time",30,600,30,600,188,30,29.723450431244,0.17,0.173467403980908,73.7999839193658,30.0031284728257,77.6533127645394,3.85332884517355,0.0496473624947432,29.4458189153566,77.6533127645394,3.85332884517355,0.0496473624947432,0.17526027295324,77.6409048595052,3.84092094013931,0.0500160420268805,0.17213671483966,77.6409048595052,3.84092094013931,0.0500160420268805,"N","Y"
"FPM_Time",30,600,38,600,189,30,29.5580865865712,0.17,0.173384991710973,93.1601437554393,30.5322832652228,97.0070145163662,3.84687076092695,0.0498388937052421,29.4618565687475,97.0070145163662,3.84687076092695,0.0498388937052421,0.168877752113498,97.0009354625435,3.84079170710429,0.0500198971497593,0.166323357612357,97.0009354625435,3.84079170710429,0.0500198971497593,"N","Y"
"FPM_Time",30,600,31,600,190,30,29.55646423385,0.17,0.17334953964369,75.999065294993,30.5416830654561,79.9054260606593,3.90636076566632,0.0481036569436013,30.1364464465942,79.9054260606593,3.90636076566632,0.0481036569436013,0.167864628021941,79.8393561907973,3.8402908958043,0.0500348397101564,0.166447683310175,79.8393561907973,3.8402908958043,0.0500348397101564,"N","N"
"FPM_Time",30,600,29,600,191,30,29.5553854815159,0.17,0.173345584587952,71.095899827793,30.545666095399,74.9527494152079,3.85684958741497,0.0495432734100216,29.4507961306252,74.9527494152079,3.85684958741497,0.0495432734100216,0.167516035096111,74.9354932219605,3.83959339416751,0.0500556587222744,0.166326002083421,74.9354932219605,3.83959339416751,0.0500556587222744,"N","Y"
"FPM_Time",30,600,35,600,192,30,29.6516838348304,0.17,0.17316426375939,85.8054041999571,30.3816752053823,89.6421350235455,3.83673082358838,0.0501411965789702,29.6110391886185,89.6421350235455,3.83673082358838,0.0501411965789702,0.169694806775245,89.6427935050343,3.8373893050772,0.0501215065055883,0.168047047411262,89.6427935050343,3.8373893050772,0.0501215065055883,"N","Y"
"FPM_Time",30,600,30,600,193,30,29.6503082376198,0.17,0.173709172065039,73.5474815894085,30.4475064808243,77.3946840645538,3.84720247514528,0.0498290368675268,29.395975409831,77.3946840645538,3.84720247514528,0.0498290368675268,0.167846392818755,77.3889716822237,3.84149009281523,0.0499990674913894,0.167366126064488,77.3889716822237,3.84149009281523,0.0499990674913894,"N","Y"
"FPM_Time",30,600,28,600,194,30,29.553993335564,0.17,0.173343778032766,68.6443157751339,30.5480772148679,72.4912354701469,3.84691969501294,0.0498374395067748,29.4480528754564,72.4912354701469,3.84691969501294,0.0498374395067748,0.169117396034937,72.4871534017167,3.84283762658278,0.0499589026076555,0.166958051286128,72.4871534017167,3.84283762658278,0.0499589026076555,"N","Y"
"FPM_Time",30,600,33,600,195,30,29.9051362905923,0.17,0.171783825440071,80.9022300702138,30.5378048548459,84.7519048513255,3.84967478111164,0.0497556375168912,29.4582767750697,84.7519048513255,3.84967478111164,0.0497556375168912,0.16900182022762,84.743439300053,3.84120922983919,0.0500074432501221,0.167862560632052,84.743439300053,3.84120922983919,0.0500074432501221,"N","Y"
"FPM_Time",30,600,32,600,196,30,29.694007670963,0.17,0.17369211287959,78.4506466575412,30.3769332853733,82.2982570960174,3.84761043847615,0.0498169171230266,29.3839167115187,82.2982570960174,3.84761043847615,0.0498169171230266,0.170223973541135,82.2912406602756,3.84059400273439,0.050025795433888,0.167995237416649,82.2912406602756,3.84059400273439,0.050025795433888,"Y","Y"
"FPM_Time",30,600,38,600,197,30,30.3882707144197,0.17,0.167798739726699,93.1601439127665,30.4459696372613,97.0063577879773,3.84621387521072,0.0498584190440519,29.4275740789663,97.0063577879773,3.84621387521072,0.0498584190440519,0.173637996445408,97.000681176306,3.84053726353946,0.0500274883186997,0.171695948177836,97.000681176306,3.84053726353946,0.0500274883186997,"N","Y"
"FPM_Time",30,600,31,600,198,30,29.9119535468625,0.17,0.171745464248835,75.9990638640111,30.5399886338363,79.846384801625,3.84732093761387,0.0498255172723429,29.4558969843788,79.846384801625,3.84732093761387,0.0498255172723429,0.170800560647116,79.8405175829425,3.84145371893139,0.0500001521320601,0.166939042309236,79.8405175829425,3.84145371893139,0.0500001521320601,"Y","Y"
